country,coverage,year,quarter,passengers
GBR,INTL,1998,Q3,40035218
AUT,"NAT",1998,Q3,
BEL,"NAT",1998,Q3,
BGR,"NAT",1998,Q3,
CHE,"NAT",1998,Q3,411521
CYP,"NAT",1998,Q3,
CZE,"NAT",1998,Q3,
DEU,"NAT",1998,Q3,
DNK,"NAT",1998,Q3,
EST,"NAT",1998,Q3,
GRC,"NAT",1998,Q3,
ESP,"NAT",1998,Q3,
FIN,"NAT",1998,Q3,771517
FRA,"NAT",1998,Q3,
HRV,"NAT",1998,Q3,
HUN,"NAT",1998,Q3,
IRL,"NAT",1998,Q3,
ISL,"NAT",1998,Q3,
ITA,"NAT",1998,Q3,
LTU,"NAT",1998,Q3,
LUX,"NAT",1998,Q3,
LVA,"NAT",1998,Q3,
MNE,"NAT",1998,Q3,
MKD,"NAT",1998,Q3,
MLT,"NAT",1998,Q3,
NLD,"NAT",1998,Q3,
NOR,"NAT",1998,Q3,
POL,"NAT",1998,Q3,
PRT,"NAT",1998,Q3,
ROU,"NAT",1998,Q3,
RS,"NAT",1998,Q3,
SWE,"NAT",1998,Q3,
SVN,"NAT",1998,Q3,
SVK,"NAT",1998,Q3,
TUR,"NAT",1998,Q3,
GBR,"NAT",1998,Q3,5419165
AUT,TOTAL,1998,Q3,
BEL,TOTAL,1998,Q3,
BGR,TOTAL,1998,Q3,
CHE,TOTAL,1998,Q3,7421647
CYP,TOTAL,1998,Q3,
CZE,TOTAL,1998,Q3,
DEU,TOTAL,1998,Q3,
DNK,TOTAL,1998,Q3,
EST,TOTAL,1998,Q3,
GRC,TOTAL,1998,Q3,
ESP,TOTAL,1998,Q3,
FIN,TOTAL,1998,Q3,2537055
FRA,TOTAL,1998,Q3,
HRV,TOTAL,1998,Q3,
HUN,TOTAL,1998,Q3,
IRL,TOTAL,1998,Q3,
ISL,TOTAL,1998,Q3,
ITA,TOTAL,1998,Q3,
LTU,TOTAL,1998,Q3,
LUX,TOTAL,1998,Q3,
LVA,TOTAL,1998,Q3,
MNE,TOTAL,1998,Q3,
MKD,TOTAL,1998,Q3,
MLT,TOTAL,1998,Q3,
NLD,TOTAL,1998,Q3,
NOR,TOTAL,1998,Q3,
POL,TOTAL,1998,Q3,
PRT,TOTAL,1998,Q3,
ROU,TOTAL,1998,Q3,
RS,TOTAL,1998,Q3,
SWE,TOTAL,1998,Q3,
SVN,TOTAL,1998,Q3,
SVK,TOTAL,1998,Q3,
TUR,TOTAL,1998,Q3,
GBR,TOTAL,1998,Q3,45454383
AUT,INTL,1998,Q2,
BEL,INTL,1998,Q2,
BGR,INTL,1998,Q2,
CHE,INTL,1998,Q2,6258214
CYP,INTL,1998,Q2,
CZE,INTL,1998,Q2,
DEU,INTL,1998,Q2,
DNK,INTL,1998,Q2,
EST,INTL,1998,Q2,
GRC,INTL,1998,Q2,
ESP,INTL,1998,Q2,
FIN,INTL,1998,Q2,1694076
FRA,INTL,1998,Q2,
HRV,INTL,1998,Q2,
HUN,INTL,1998,Q2,
IRL,INTL,1998,Q2,
ISL,INTL,1998,Q2,
ITA,INTL,1998,Q2,
LTU,INTL,1998,Q2,
LUX,INTL,1998,Q2,
LVA,INTL,1998,Q2,
MNE,INTL,1998,Q2,
MKD,INTL,1998,Q2,
MLT,INTL,1998,Q2,
NLD,INTL,1998,Q2,
NOR,INTL,1998,Q2,
POL,INTL,1998,Q2,
PRT,INTL,1998,Q2,
ROU,INTL,1998,Q2,
RS,INTL,1998,Q2,
SWE,INTL,1998,Q2,
SVN,INTL,1998,Q2,
SVK,INTL,1998,Q2,
TUR,INTL,1998,Q2,
GBR,INTL,1998,Q2,32839355
AUT,"NAT",1998,Q2,
BEL,"NAT",1998,Q2,
BGR,"NAT",1998,Q2,
CHE,"NAT",1998,Q2,409260
CYP,"NAT",1998,Q2,
CZE,"NAT",1998,Q2,
DEU,"NAT",1998,Q2,
DNK,"NAT",1998,Q2,
EST,"NAT",1998,Q2,
GRC,"NAT",1998,Q2,
ESP,"NAT",1998,Q2,
FIN,"NAT",1998,Q2,776425
FRA,"NAT",1998,Q2,
HRV,"NAT",1998,Q2,
HUN,"NAT",1998,Q2,
IRL,"NAT",1998,Q2,
ISL,"NAT",1998,Q2,
ITA,"NAT",1998,Q2,
LTU,"NAT",1998,Q2,
LUX,"NAT",1998,Q2,
LVA,"NAT",1998,Q2,
MNE,"NAT",1998,Q2,
MKD,"NAT",1998,Q2,
MLT,"NAT",1998,Q2,
NLD,"NAT",1998,Q2,
NOR,"NAT",1998,Q2,
POL,"NAT",1998,Q2,
PRT,"NAT",1998,Q2,
ROU,"NAT",1998,Q2,
RS,"NAT",1998,Q2,
SWE,"NAT",1998,Q2,
SVN,"NAT",1998,Q2,
SVK,"NAT",1998,Q2,
TUR,"NAT",1998,Q2,
GBR,"NAT",1998,Q2,4954818
AUT,TOTAL,1998,Q2,
BEL,TOTAL,1998,Q2,
BGR,TOTAL,1998,Q2,
CHE,TOTAL,1998,Q2,6667474
CYP,TOTAL,1998,Q2,
CZE,TOTAL,1998,Q2,
DEU,TOTAL,1998,Q2,
DNK,TOTAL,1998,Q2,
EST,TOTAL,1998,Q2,
GRC,TOTAL,1998,Q2,
ESP,TOTAL,1998,Q2,
FIN,TOTAL,1998,Q2,2470501
FRA,TOTAL,1998,Q2,
HRV,TOTAL,1998,Q2,
HUN,TOTAL,1998,Q2,
IRL,TOTAL,1998,Q2,
ISL,TOTAL,1998,Q2,
ITA,TOTAL,1998,Q2,
LTU,TOTAL,1998,Q2,
LUX,TOTAL,1998,Q2,
LVA,TOTAL,1998,Q2,
MNE,TOTAL,1998,Q2,
MKD,TOTAL,1998,Q2,
MLT,TOTAL,1998,Q2,
NLD,TOTAL,1998,Q2,
NOR,TOTAL,1998,Q2,
POL,TOTAL,1998,Q2,
PRT,TOTAL,1998,Q2,
ROU,TOTAL,1998,Q2,
RS,TOTAL,1998,Q2,
SWE,TOTAL,1998,Q2,
SVN,TOTAL,1998,Q2,
SVK,TOTAL,1998,Q2,
TUR,TOTAL,1998,Q2,
GBR,TOTAL,1998,Q2,37794173
AUT,INTL,1998,Q1,
BEL,INTL,1998,Q1,
BGR,INTL,1998,Q1,
CHE,INTL,1998,Q1,5193941
CYP,INTL,1998,Q1,
CZE,INTL,1998,Q1,
DEU,INTL,1998,Q1,
DNK,INTL,1998,Q1,
EST,INTL,1998,Q1,
GRC,INTL,1998,Q1,
ESP,INTL,1998,Q1,
FIN,INTL,1998,Q1,1360555
FRA,INTL,1998,Q1,
HRV,INTL,1998,Q1,
HUN,INTL,1998,Q1,
IRL,INTL,1998,Q1,
ISL,INTL,1998,Q1,
ITA,INTL,1998,Q1,
LTU,INTL,1998,Q1,
LUX,INTL,1998,Q1,
LVA,INTL,1998,Q1,
MNE,INTL,1998,Q1,
MKD,INTL,1998,Q1,
MLT,INTL,1998,Q1,
NLD,INTL,1998,Q1,
NOR,INTL,1998,Q1,
POL,INTL,1998,Q1,
PRT,INTL,1998,Q1,
ROU,INTL,1998,Q1,
RS,INTL,1998,Q1,
SWE,INTL,1998,Q1,
SVN,INTL,1998,Q1,
SVK,INTL,1998,Q1,
TUR,INTL,1998,Q1,
GBR,INTL,1998,Q1,23901480
AUT,"NAT",1998,Q1,
BEL,"NAT",1998,Q1,
BGR,"NAT",1998,Q1,
CHE,"NAT",1998,Q1,346180
CYP,"NAT",1998,Q1,
CZE,"NAT",1998,Q1,
DEU,"NAT",1998,Q1,
DNK,"NAT",1998,Q1,
EST,"NAT",1998,Q1,
GRC,"NAT",1998,Q1,
ESP,"NAT",1998,Q1,
FIN,"NAT",1998,Q1,762150
FRA,"NAT",1998,Q1,
HRV,"NAT",1998,Q1,
HUN,"NAT",1998,Q1,
IRL,"NAT",1998,Q1,
ISL,"NAT",1998,Q1,
ITA,"NAT",1998,Q1,
LTU,"NAT",1998,Q1,
LUX,"NAT",1998,Q1,
LVA,"NAT",1998,Q1,
MNE,"NAT",1998,Q1,
MKD,"NAT",1998,Q1,
MLT,"NAT",1998,Q1,
NLD,"NAT",1998,Q1,
NOR,"NAT",1998,Q1,
POL,"NAT",1998,Q1,
PRT,"NAT",1998,Q1,
ROU,"NAT",1998,Q1,
RS,"NAT",1998,Q1,
SWE,"NAT",1998,Q1,
SVN,"NAT",1998,Q1,
SVK,"NAT",1998,Q1,
TUR,"NAT",1998,Q1,
GBR,"NAT",1998,Q1,4105815
AUT,TOTAL,1998,Q1,
BEL,TOTAL,1998,Q1,
BGR,TOTAL,1998,Q1,
CHE,TOTAL,1998,Q1,5540121
CYP,TOTAL,1998,Q1,
CZE,TOTAL,1998,Q1,
DEU,TOTAL,1998,Q1,
DNK,TOTAL,1998,Q1,
EST,TOTAL,1998,Q1,
GRC,TOTAL,1998,Q1,
ESP,TOTAL,1998,Q1,
FIN,TOTAL,1998,Q1,2122705
FRA,TOTAL,1998,Q1,
HRV,TOTAL,1998,Q1,
HUN,TOTAL,1998,Q1,
IRL,TOTAL,1998,Q1,
ISL,TOTAL,1998,Q1,
ITA,TOTAL,1998,Q1,
LTU,TOTAL,1998,Q1,
LUX,TOTAL,1998,Q1,
LVA,TOTAL,1998,Q1,
MNE,TOTAL,1998,Q1,
MKD,TOTAL,1998,Q1,
MLT,TOTAL,1998,Q1,
NLD,TOTAL,1998,Q1,
NOR,TOTAL,1998,Q1,
POL,TOTAL,1998,Q1,
PRT,TOTAL,1998,Q1,
ROU,TOTAL,1998,Q1,
RS,TOTAL,1998,Q1,
SWE,TOTAL,1998,Q1,
SVN,TOTAL,1998,Q1,
SVK,TOTAL,1998,Q1,
TUR,TOTAL,1998,Q1,
GBR,TOTAL,1998,Q1,28007295
AUT,INTL,1997,Q4,
BEL,INTL,1997,Q4,
BGR,INTL,1997,Q4,
CHE,INTL,1997,Q4,5447374
CYP,INTL,1997,Q4,
CZE,INTL,1997,Q4,
DEU,INTL,1997,Q4,
DNK,INTL,1997,Q4,
EST,INTL,1997,Q4,
GRC,INTL,1997,Q4,
ESP,INTL,1997,Q4,
FIN,INTL,1997,Q4,1446137
FRA,INTL,1997,Q4,
HRV,INTL,1997,Q4,
HUN,INTL,1997,Q4,
IRL,INTL,1997,Q4,
ISL,INTL,1997,Q4,
ITA,INTL,1997,Q4,
LTU,INTL,1997,Q4,
LUX,INTL,1997,Q4,
LVA,INTL,1997,Q4,
MNE,INTL,1997,Q4,
MKD,INTL,1997,Q4,
MLT,INTL,1997,Q4,
NLD,INTL,1997,Q4,
NOR,INTL,1997,Q4,
POL,INTL,1997,Q4,
PRT,INTL,1997,Q4,
ROU,INTL,1997,Q4,
RS,INTL,1997,Q4,
SWE,INTL,1997,Q4,
SVN,INTL,1997,Q4,
SVK,INTL,1997,Q4,
TUR,INTL,1997,Q4,
GBR,INTL,1997,Q4,
AUT,"NAT",1997,Q4,
BEL,"NAT",1997,Q4,
BGR,"NAT",1997,Q4,
CHE,"NAT",1997,Q4,347480
CYP,"NAT",1997,Q4,
CZE,"NAT",1997,Q4,
DEU,"NAT",1997,Q4,
DNK,"NAT",1997,Q4,
EST,"NAT",1997,Q4,
GRC,"NAT",1997,Q4,
ESP,"NAT",1997,Q4,
FIN,"NAT",1997,Q4,
FRA,"NAT",1997,Q4,
HRV,"NAT",1997,Q4,
HUN,"NAT",1997,Q4,
IRL,"NAT",1997,Q4,
ISL,"NAT",1997,Q4,
ITA,"NAT",1997,Q4,
LTU,"NAT",1997,Q4,
LUX,"NAT",1997,Q4,
LVA,"NAT",1997,Q4,
MNE,"NAT",1997,Q4,
MKD,"NAT",1997,Q4,
MLT,"NAT",1997,Q4,
NLD,"NAT",1997,Q4,
NOR,"NAT",1997,Q4,
POL,"NAT",1997,Q4,
PRT,"NAT",1997,Q4,
ROU,"NAT",1997,Q4,
RS,"NAT",1997,Q4,
SWE,"NAT",1997,Q4,
SVN,"NAT",1997,Q4,
SVK,"NAT",1997,Q4,
TUR,"NAT",1997,Q4,
GBR,"NAT",1997,Q4,
AUT,TOTAL,1997,Q4,
BEL,TOTAL,1997,Q4,
BGR,TOTAL,1997,Q4,
CHE,TOTAL,1997,Q4,5794854
CYP,TOTAL,1997,Q4,
CZE,TOTAL,1997,Q4,
DEU,TOTAL,1997,Q4,
DNK,TOTAL,1997,Q4,
EST,TOTAL,1997,Q4,
GRC,TOTAL,1997,Q4,
ESP,TOTAL,1997,Q4,
FIN,TOTAL,1997,Q4,1446137
FRA,TOTAL,1997,Q4,
HRV,TOTAL,1997,Q4,
HUN,TOTAL,1997,Q4,
IRL,TOTAL,1997,Q4,
ISL,TOTAL,1997,Q4,
ITA,TOTAL,1997,Q4,
LTU,TOTAL,1997,Q4,
LUX,TOTAL,1997,Q4,
LVA,TOTAL,1997,Q4,
MNE,TOTAL,1997,Q4,
MKD,TOTAL,1997,Q4,
MLT,TOTAL,1997,Q4,
NLD,TOTAL,1997,Q4,
NOR,TOTAL,1997,Q4,
POL,TOTAL,1997,Q4,
PRT,TOTAL,1997,Q4,
ROU,TOTAL,1997,Q4,
RS,TOTAL,1997,Q4,
SWE,TOTAL,1997,Q4,
SVN,TOTAL,1997,Q4,
SVK,TOTAL,1997,Q4,
TUR,TOTAL,1997,Q4,
GBR,TOTAL,1997,Q4,
AUT,INTL,1997,Q3,
BEL,INTL,1997,Q3,
BGR,INTL,1997,Q3,
CHE,INTL,1997,Q3,6762896
CYP,INTL,1997,Q3,
CZE,INTL,1997,Q3,
DEU,INTL,1997,Q3,
DNK,INTL,1997,Q3,
EST,INTL,1997,Q3,
GRC,INTL,1997,Q3,
ESP,INTL,1997,Q3,
FIN,INTL,1997,Q3,
FRA,INTL,1997,Q3,
HRV,INTL,1997,Q3,
HUN,INTL,1997,Q3,
IRL,INTL,1997,Q3,
ISL,INTL,1997,Q3,
ITA,INTL,1997,Q3,
LTU,INTL,1997,Q3,
LUX,INTL,1997,Q3,
LVA,INTL,1997,Q3,
MNE,INTL,1997,Q3,
MKD,INTL,1997,Q3,
MLT,INTL,1997,Q3,
NLD,INTL,1997,Q3,
NOR,INTL,1997,Q3,
POL,INTL,1997,Q3,
PRT,INTL,1997,Q3,
ROU,INTL,1997,Q3,
RS,INTL,1997,Q3,
SWE,INTL,1997,Q3,
SVN,INTL,1997,Q3,
SVK,INTL,1997,Q3,
TUR,INTL,1997,Q3,
GBR,INTL,1997,Q3,
AUT,"NAT",1997,Q3,
BEL,"NAT",1997,Q3,
BGR,"NAT",1997,Q3,
CHE,"NAT",1997,Q3,369437
CYP,"NAT",1997,Q3,
CZE,"NAT",1997,Q3,
DEU,"NAT",1997,Q3,
DNK,"NAT",1997,Q3,
EST,"NAT",1997,Q3,
GRC,"NAT",1997,Q3,
ESP,"NAT",1997,Q3,
FIN,"NAT",1997,Q3,
FRA,"NAT",1997,Q3,
HRV,"NAT",1997,Q3,
HUN,"NAT",1997,Q3,
IRL,"NAT",1997,Q3,
ISL,"NAT",1997,Q3,
ITA,"NAT",1997,Q3,
LTU,"NAT",1997,Q3,
LUX,"NAT",1997,Q3,
LVA,"NAT",1997,Q3,
MNE,"NAT",1997,Q3,
MKD,"NAT",1997,Q3,
MLT,"NAT",1997,Q3,
NLD,"NAT",1997,Q3,
NOR,"NAT",1997,Q3,
POL,"NAT",1997,Q3,
PRT,"NAT",1997,Q3,
ROU,"NAT",1997,Q3,
RS,"NAT",1997,Q3,
SWE,"NAT",1997,Q3,
SVN,"NAT",1997,Q3,
SVK,"NAT",1997,Q3,
TUR,"NAT",1997,Q3,
GBR,"NAT",1997,Q3,
AUT,TOTAL,1997,Q3,
BEL,TOTAL,1997,Q3,
BGR,TOTAL,1997,Q3,
CHE,TOTAL,1997,Q3,7132333
CYP,TOTAL,1997,Q3,
CZE,TOTAL,1997,Q3,
DEU,TOTAL,1997,Q3,
DNK,TOTAL,1997,Q3,
EST,TOTAL,1997,Q3,
GRC,TOTAL,1997,Q3,
ESP,TOTAL,1997,Q3,
FIN,TOTAL,1997,Q3,
FRA,TOTAL,1997,Q3,
HRV,TOTAL,1997,Q3,
HUN,TOTAL,1997,Q3,
IRL,TOTAL,1997,Q3,
ISL,TOTAL,1997,Q3,
ITA,TOTAL,1997,Q3,
LTU,TOTAL,1997,Q3,
LUX,TOTAL,1997,Q3,
LVA,TOTAL,1997,Q3,
MNE,TOTAL,1997,Q3,
MKD,TOTAL,1997,Q3,
MLT,TOTAL,1997,Q3,
NLD,TOTAL,1997,Q3,
NOR,TOTAL,1997,Q3,
POL,TOTAL,1997,Q3,
PRT,TOTAL,1997,Q3,
ROU,TOTAL,1997,Q3,
RS,TOTAL,1997,Q3,
SWE,TOTAL,1997,Q3,
SVN,TOTAL,1997,Q3,
SVK,TOTAL,1997,Q3,
TUR,TOTAL,1997,Q3,
GBR,TOTAL,1997,Q3,
AUT,INTL,1997,Q2,
BEL,INTL,1997,Q2,
BGR,INTL,1997,Q2,
CHE,INTL,1997,Q2,5852033
CYP,INTL,1997,Q2,
CZE,INTL,1997,Q2,
DEU,INTL,1997,Q2,
DNK,INTL,1997,Q2,
EST,INTL,1997,Q2,
GRC,INTL,1997,Q2,
ESP,INTL,1997,Q2,
FIN,INTL,1997,Q2,800477
FRA,INTL,1997,Q2,
HRV,INTL,1997,Q2,
HUN,INTL,1997,Q2,
IRL,INTL,1997,Q2,
ISL,INTL,1997,Q2,
ITA,INTL,1997,Q2,
LTU,INTL,1997,Q2,
LUX,INTL,1997,Q2,
LVA,INTL,1997,Q2,
MNE,INTL,1997,Q2,
MKD,INTL,1997,Q2,
MLT,INTL,1997,Q2,
NLD,INTL,1997,Q2,
NOR,INTL,1997,Q2,
POL,INTL,1997,Q2,
PRT,INTL,1997,Q2,
ROU,INTL,1997,Q2,
RS,INTL,1997,Q2,
SWE,INTL,1997,Q2,
SVN,INTL,1997,Q2,
SVK,INTL,1997,Q2,
TUR,INTL,1997,Q2,
GBR,INTL,1997,Q2,
AUT,"NAT",1997,Q2,
BEL,"NAT",1997,Q2,
BGR,"NAT",1997,Q2,
CHE,"NAT",1997,Q2,363511
CYP,"NAT",1997,Q2,
CZE,"NAT",1997,Q2,
DEU,"NAT",1997,Q2,
DNK,"NAT",1997,Q2,
EST,"NAT",1997,Q2,
GRC,"NAT",1997,Q2,
ESP,"NAT",1997,Q2,
FIN,"NAT",1997,Q2,
FRA,"NAT",1997,Q2,
HRV,"NAT",1997,Q2,
HUN,"NAT",1997,Q2,
IRL,"NAT",1997,Q2,
ISL,"NAT",1997,Q2,
ITA,"NAT",1997,Q2,
LTU,"NAT",1997,Q2,
LUX,"NAT",1997,Q2,
LVA,"NAT",1997,Q2,
MNE,"NAT",1997,Q2,
MKD,"NAT",1997,Q2,
MLT,"NAT",1997,Q2,
NLD,"NAT",1997,Q2,
NOR,"NAT",1997,Q2,
POL,"NAT",1997,Q2,
PRT,"NAT",1997,Q2,
ROU,"NAT",1997,Q2,
RS,"NAT",1997,Q2,
SWE,"NAT",1997,Q2,
SVN,"NAT",1997,Q2,
SVK,"NAT",1997,Q2,
TUR,"NAT",1997,Q2,
GBR,"NAT",1997,Q2,
AUT,TOTAL,1997,Q2,
BEL,TOTAL,1997,Q2,
BGR,TOTAL,1997,Q2,
CHE,TOTAL,1997,Q2,6215544
CYP,TOTAL,1997,Q2,
CZE,TOTAL,1997,Q2,
DEU,TOTAL,1997,Q2,
DNK,TOTAL,1997,Q2,
EST,TOTAL,1997,Q2,
GRC,TOTAL,1997,Q2,
ESP,TOTAL,1997,Q2,
FIN,TOTAL,1997,Q2,800477
FRA,TOTAL,1997,Q2,
HRV,TOTAL,1997,Q2,
HUN,TOTAL,1997,Q2,
IRL,TOTAL,1997,Q2,
ISL,TOTAL,1997,Q2,
ITA,TOTAL,1997,Q2,
LTU,TOTAL,1997,Q2,
LUX,TOTAL,1997,Q2,
LVA,TOTAL,1997,Q2,
MNE,TOTAL,1997,Q2,
MKD,TOTAL,1997,Q2,
MLT,TOTAL,1997,Q2,
NLD,TOTAL,1997,Q2,
NOR,TOTAL,1997,Q2,
POL,TOTAL,1997,Q2,
PRT,TOTAL,1997,Q2,
ROU,TOTAL,1997,Q2,
RS,TOTAL,1997,Q2,
SWE,TOTAL,1997,Q2,
SVN,TOTAL,1997,Q2,
SVK,TOTAL,1997,Q2,
TUR,TOTAL,1997,Q2,
GBR,TOTAL,1997,Q2,
AUT,INTL,1997,Q1,
BEL,INTL,1997,Q1,
BGR,INTL,1997,Q1,
CHE,INTL,1997,Q1,4946571
CYP,INTL,1997,Q1,
CZE,INTL,1997,Q1,
DEU,INTL,1997,Q1,
DNK,INTL,1997,Q1,
EST,INTL,1997,Q1,
GRC,INTL,1997,Q1,
ESP,INTL,1997,Q1,
FIN,INTL,1997,Q1,563444
FRA,INTL,1997,Q1,
HRV,INTL,1997,Q1,
HUN,INTL,1997,Q1,
IRL,INTL,1997,Q1,
ISL,INTL,1997,Q1,
ITA,INTL,1997,Q1,
LTU,INTL,1997,Q1,
LUX,INTL,1997,Q1,
LVA,INTL,1997,Q1,
MNE,INTL,1997,Q1,
MKD,INTL,1997,Q1,
MLT,INTL,1997,Q1,
NLD,INTL,1997,Q1,
NOR,INTL,1997,Q1,
POL,INTL,1997,Q1,
PRT,INTL,1997,Q1,
ROU,INTL,1997,Q1,
RS,INTL,1997,Q1,
SWE,INTL,1997,Q1,
SVN,INTL,1997,Q1,
SVK,INTL,1997,Q1,
TUR,INTL,1997,Q1,
GBR,INTL,1997,Q1,
AUT,"NAT",1997,Q1,
BEL,"NAT",1997,Q1,
BGR,"NAT",1997,Q1,
CHE,"NAT",1997,Q1,319968
CYP,"NAT",1997,Q1,
CZE,"NAT",1997,Q1,
DEU,"NAT",1997,Q1,
DNK,"NAT",1997,Q1,
EST,"NAT",1997,Q1,
GRC,"NAT",1997,Q1,
ESP,"NAT",1997,Q1,
FIN,"NAT",1997,Q1,
FRA,"NAT",1997,Q1,
HRV,"NAT",1997,Q1,
HUN,"NAT",1997,Q1,
IRL,"NAT",1997,Q1,
ISL,"NAT",1997,Q1,
ITA,"NAT",1997,Q1,
LTU,"NAT",1997,Q1,
LUX,"NAT",1997,Q1,
LVA,"NAT",1997,Q1,
MNE,"NAT",1997,Q1,
MKD,"NAT",1997,Q1,
MLT,"NAT",1997,Q1,
NLD,"NAT",1997,Q1,
NOR,"NAT",1997,Q1,
POL,"NAT",1997,Q1,
PRT,"NAT",1997,Q1,
ROU,"NAT",1997,Q1,
RS,"NAT",1997,Q1,
SWE,"NAT",1997,Q1,
SVN,"NAT",1997,Q1,
SVK,"NAT",1997,Q1,
TUR,"NAT",1997,Q1,
GBR,"NAT",1997,Q1,
AUT,TOTAL,1997,Q1,
BEL,TOTAL,1997,Q1,
BGR,TOTAL,1997,Q1,
CHE,TOTAL,1997,Q1,5266539
CYP,TOTAL,1997,Q1,
CZE,TOTAL,1997,Q1,
DEU,TOTAL,1997,Q1,
DNK,TOTAL,1997,Q1,
EST,TOTAL,1997,Q1,
GRC,TOTAL,1997,Q1,
ESP,TOTAL,1997,Q1,
FIN,TOTAL,1997,Q1,563444
FRA,TOTAL,1997,Q1,
HRV,TOTAL,1997,Q1,
HUN,TOTAL,1997,Q1,
IRL,TOTAL,1997,Q1,
ISL,TOTAL,1997,Q1,
ITA,TOTAL,1997,Q1,
LTU,TOTAL,1997,Q1,
LUX,TOTAL,1997,Q1,
LVA,TOTAL,1997,Q1,
MNE,TOTAL,1997,Q1,
MKD,TOTAL,1997,Q1,
MLT,TOTAL,1997,Q1,
NLD,TOTAL,1997,Q1,
NOR,TOTAL,1997,Q1,
POL,TOTAL,1997,Q1,
PRT,TOTAL,1997,Q1,
ROU,TOTAL,1997,Q1,
RS,TOTAL,1997,Q1,
SWE,TOTAL,1997,Q1,
SVN,TOTAL,1997,Q1,
SVK,TOTAL,1997,Q1,
TUR,TOTAL,1997,Q1,
GBR,TOTAL,1997,Q1,
AUT,INTL,1996,Q4,
BEL,INTL,1996,Q4,
BGR,INTL,1996,Q4,
CHE,INTL,1996,Q4,4922629
CYP,INTL,1996,Q4,
CZE,INTL,1996,Q4,
DEU,INTL,1996,Q4,
DNK,INTL,1996,Q4,
EST,INTL,1996,Q4,
GRC,INTL,1996,Q4,
ESP,INTL,1996,Q4,
FIN,INTL,1996,Q4,
FRA,INTL,1996,Q4,
HRV,INTL,1996,Q4,
HUN,INTL,1996,Q4,
IRL,INTL,1996,Q4,
ISL,INTL,1996,Q4,
ITA,INTL,1996,Q4,
LTU,INTL,1996,Q4,
LUX,INTL,1996,Q4,
LVA,INTL,1996,Q4,
MNE,INTL,1996,Q4,
MKD,INTL,1996,Q4,
MLT,INTL,1996,Q4,
NLD,INTL,1996,Q4,
NOR,INTL,1996,Q4,
POL,INTL,1996,Q4,
PRT,INTL,1996,Q4,
ROU,INTL,1996,Q4,
RS,INTL,1996,Q4,
SWE,INTL,1996,Q4,
SVN,INTL,1996,Q4,
SVK,INTL,1996,Q4,
TUR,INTL,1996,Q4,
GBR,INTL,1996,Q4,
AUT,"NAT",1996,Q4,
BEL,"NAT",1996,Q4,
BGR,"NAT",1996,Q4,
CHE,"NAT",1996,Q4,346327
CYP,"NAT",1996,Q4,
CZE,"NAT",1996,Q4,
DEU,"NAT",1996,Q4,
DNK,"NAT",1996,Q4,
EST,"NAT",1996,Q4,
GRC,"NAT",1996,Q4,
ESP,"NAT",1996,Q4,
FIN,"NAT",1996,Q4,
FRA,"NAT",1996,Q4,
HRV,"NAT",1996,Q4,
HUN,"NAT",1996,Q4,
IRL,"NAT",1996,Q4,
ISL,"NAT",1996,Q4,
ITA,"NAT",1996,Q4,
LTU,"NAT",1996,Q4,
LUX,"NAT",1996,Q4,
LVA,"NAT",1996,Q4,
MNE,"NAT",1996,Q4,
MKD,"NAT",1996,Q4,
MLT,"NAT",1996,Q4,
NLD,"NAT",1996,Q4,
NOR,"NAT",1996,Q4,
POL,"NAT",1996,Q4,
PRT,"NAT",1996,Q4,
ROU,"NAT",1996,Q4,
RS,"NAT",1996,Q4,
SWE,"NAT",1996,Q4,
SVN,"NAT",1996,Q4,
SVK,"NAT",1996,Q4,
TUR,"NAT",1996,Q4,
GBR,"NAT",1996,Q4,
AUT,TOTAL,1996,Q4,
BEL,TOTAL,1996,Q4,
BGR,TOTAL,1996,Q4,
CHE,TOTAL,1996,Q4,5268956
CYP,TOTAL,1996,Q4,
CZE,TOTAL,1996,Q4,
DEU,TOTAL,1996,Q4,
DNK,TOTAL,1996,Q4,
EST,TOTAL,1996,Q4,
GRC,TOTAL,1996,Q4,
ESP,TOTAL,1996,Q4,
FIN,TOTAL,1996,Q4,
FRA,TOTAL,1996,Q4,
HRV,TOTAL,1996,Q4,
HUN,TOTAL,1996,Q4,
IRL,TOTAL,1996,Q4,
ISL,TOTAL,1996,Q4,
ITA,TOTAL,1996,Q4,
LTU,TOTAL,1996,Q4,
LUX,TOTAL,1996,Q4,
LVA,TOTAL,1996,Q4,
MNE,TOTAL,1996,Q4,
MKD,TOTAL,1996,Q4,
MLT,TOTAL,1996,Q4,
NLD,TOTAL,1996,Q4,
NOR,TOTAL,1996,Q4,
POL,TOTAL,1996,Q4,
PRT,TOTAL,1996,Q4,
ROU,TOTAL,1996,Q4,
RS,TOTAL,1996,Q4,
SWE,TOTAL,1996,Q4,
SVN,TOTAL,1996,Q4,
SVK,TOTAL,1996,Q4,
TUR,TOTAL,1996,Q4,
GBR,TOTAL,1996,Q4,
AUT,INTL,1996,Q3,
BEL,INTL,1996,Q3,
BGR,INTL,1996,Q3,
CHE,INTL,1996,Q3,5927299
CYP,INTL,1996,Q3,
CZE,INTL,1996,Q3,
DEU,INTL,1996,Q3,
DNK,INTL,1996,Q3,
EST,INTL,1996,Q3,
GRC,INTL,1996,Q3,
ESP,INTL,1996,Q3,
FIN,INTL,1996,Q3,
