country,coverage,year,quarter,passengers
GRC,"NAT",2015,Q2,2000281
ESP,"NAT",2015,Q2,7982778
FIN,"NAT",2015,Q2,624212
FRA,"NAT",2015,Q2,7513494
HRV,"NAT",2015,Q2,138359
HUN,"NAT",2015,Q2,0
IRL,"NAT",2015,Q2,19033
ISL,"NAT",2015,Q2,0
ITA,"NAT",2015,Q2,7907302
LTU,"NAT",2015,Q2,95
LUX,"NAT",2015,Q2,153
LVA,"NAT",2015,Q2,0
MNE,"NAT",2015,Q2,
MKD,"NAT",2015,Q2,0
MLT,"NAT",2015,Q2,123
NLD,"NAT",2015,Q2,1204
NOR,"NAT",2015,Q2,4149404
POL,"NAT",2015,Q2,434578
PRT,"NAT",2015,Q2,907752
ROU,"NAT",2015,Q2,134946
RS,"NAT",2015,Q2,
SWE,"NAT",2015,Q2,1981155
SVN,"NAT",2015,Q2,0
SVK,"NAT",2015,Q2,7410
TUR,"NAT",2015,Q2,12547266
GBR,"NAT",2015,Q2,5944986
AUT,TOTAL,2015,Q2,7121207
BEL,TOTAL,2015,Q2,8472448
BGR,TOTAL,2015,Q2,1861114
CHE,TOTAL,2015,Q2,12366474
CYP,TOTAL,2015,Q2,2216119
CZE,TOTAL,2015,Q2,3451200
DEU,TOTAL,2015,Q2,52106600
DNK,TOTAL,2015,Q2,7984002
EST,TOTAL,2015,Q2,592068
GRC,TOTAL,2015,Q2,11956945
ESP,TOTAL,2015,Q2,47371863
FIN,TOTAL,2015,Q2,4483829
FRA,TOTAL,2015,Q2,37857975
HRV,TOTAL,2015,Q2,1891040
HUN,TOTAL,2015,Q2,2685567
IRL,TOTAL,2015,Q2,8060540
ISL,TOTAL,2015,Q2,1265650
ITA,TOTAL,2015,Q2,34711609
LTU,TOTAL,2015,Q2,1147662
LUX,TOTAL,2015,Q2,726240
LVA,TOTAL,2015,Q2,1390914
MNE,TOTAL,2015,Q2,
MKD,TOTAL,2015,Q2,344908
MLT,TOTAL,2015,Q2,1294534
NLD,TOTAL,2015,Q2,17436524
NOR,TOTAL,2015,Q2,10114612
POL,TOTAL,2015,Q2,7766699
PRT,TOTAL,2015,Q2,9753588
ROU,TOTAL,2015,Q2,3293049
RS,TOTAL,2015,Q2,
SWE,TOTAL,2015,Q2,9170762
SVN,TOTAL,2015,Q2,390853
SVK,TOTAL,2015,Q2,459501
TUR,TOTAL,2015,Q2,35215507
GBR,TOTAL,2015,Q2,61650906
AUT,INTL,2015,Q1,5494410
BEL,INTL,2015,Q1,5982297
BGR,INTL,2015,Q1,902637
CHE,INTL,2015,Q1,10369733
CYP,INTL,2015,Q1,882414
CZE,INTL,2015,Q1,2098298
DEU,INTL,2015,Q1,32556422
DNK,INTL,2015,Q1,5596932
EST,INTL,2015,Q1,408533
GRC,INTL,2015,Q1,2327936
ESP,INTL,2015,Q1,24577028
FIN,INTL,2015,Q1,3215825
FRA,INTL,2015,Q1,22543901
HRV,INTL,2015,Q1,454872
HUN,INTL,2015,Q1,1945776
IRL,INTL,2015,Q1,5515544
ISL,INTL,2015,Q1,743798
ITA,INTL,2015,Q1,17990518
LTU,INTL,2015,Q1,783328
LUX,INTL,2015,Q1,468401
LVA,INTL,2015,Q1,986481
MNE,INTL,2015,Q1,
MKD,INTL,2015,Q1,263811
MLT,INTL,2015,Q1,693106
NLD,INTL,2015,Q1,12740418
NOR,INTL,2015,Q1,4432150
POL,INTL,2015,Q1,5050885
PRT,INTL,2015,Q1,5689829
ROU,INTL,2015,Q1,2340034
RS,INTL,2015,Q1,
SWE,INTL,2015,Q1,5269413
SVN,INTL,2015,Q1,236276
SVK,INTL,2015,Q1,259292
TUR,INTL,2015,Q1,12870738
GBR,INTL,2015,Q1,40342375
AUT,"NAT",2015,Q1,132279
BEL,"NAT",2015,Q1,6815
BGR,"NAT",2015,Q1,26535
CHE,"NAT",2015,Q1,155603
CYP,"NAT",2015,Q1,0
CZE,"NAT",2015,Q1,19467
DEU,"NAT",2015,Q1,5260954
DNK,"NAT",2015,Q1,441543
EST,"NAT",2015,Q1,3486
GRC,"NAT",2015,Q1,1304758
ESP,"NAT",2015,Q1,6223590
FIN,"NAT",2015,Q1,714878
FRA,"NAT",2015,Q1,6456800
HRV,"NAT",2015,Q1,87158
HUN,"NAT",2015,Q1,0
IRL,"NAT",2015,Q1,15956
ISL,"NAT",2015,Q1,0
ITA,"NAT",2015,Q1,5993740
LTU,"NAT",2015,Q1,153
LUX,"NAT",2015,Q1,161
LVA,"NAT",2015,Q1,56
MNE,"NAT",2015,Q1,
MKD,"NAT",2015,Q1,0
MLT,"NAT",2015,Q1,0
NLD,"NAT",2015,Q1,3692
NOR,"NAT",2015,Q1,3621099
POL,"NAT",2015,Q1,336888
PRT,"NAT",2015,Q1,602467
ROU,"NAT",2015,Q1,124028
RS,"NAT",2015,Q1,
SWE,"NAT",2015,Q1,1764952
SVN,"NAT",2015,Q1,0
SVK,"NAT",2015,Q1,6239
TUR,"NAT",2015,Q1,10170620
GBR,"NAT",2015,Q1,5133107
AUT,TOTAL,2015,Q1,5626689
BEL,TOTAL,2015,Q1,5989112
BGR,TOTAL,2015,Q1,929172
CHE,TOTAL,2015,Q1,10525336
CYP,TOTAL,2015,Q1,882414
CZE,TOTAL,2015,Q1,2117765
DEU,TOTAL,2015,Q1,37817376
DNK,TOTAL,2015,Q1,6038475
EST,TOTAL,2015,Q1,412019
GRC,TOTAL,2015,Q1,3632694
ESP,TOTAL,2015,Q1,30800618
FIN,TOTAL,2015,Q1,3930703
FRA,TOTAL,2015,Q1,29000701
HRV,TOTAL,2015,Q1,542030
HUN,TOTAL,2015,Q1,1945776
IRL,TOTAL,2015,Q1,5531500
ISL,TOTAL,2015,Q1,743798
ITA,TOTAL,2015,Q1,23984258
LTU,TOTAL,2015,Q1,783481
LUX,TOTAL,2015,Q1,468562
LVA,TOTAL,2015,Q1,986537
MNE,TOTAL,2015,Q1,
MKD,TOTAL,2015,Q1,263811
MLT,TOTAL,2015,Q1,693106
NLD,TOTAL,2015,Q1,12744110
NOR,TOTAL,2015,Q1,8053249
POL,TOTAL,2015,Q1,5387773
PRT,TOTAL,2015,Q1,6292296
ROU,TOTAL,2015,Q1,2464062
RS,TOTAL,2015,Q1,
SWE,TOTAL,2015,Q1,7034365
SVN,TOTAL,2015,Q1,236276
SVK,TOTAL,2015,Q1,265531
TUR,TOTAL,2015,Q1,23041358
GBR,TOTAL,2015,Q1,45475482
AUT,INTL,2014,Q4,5852081
BEL,INTL,2014,Q4,6756760
BGR,INTL,2014,Q4,959436
CHE,INTL,2014,Q4,10665078
CYP,INTL,2014,Q4,1466089
CZE,INTL,2014,Q4,2612241
DEU,INTL,2014,Q4,38302502
DNK,INTL,2014,Q4,6137094
EST,INTL,2014,Q4,470330
GRC,INTL,2014,Q4,4455790
ESP,INTL,2014,Q4,28708339
FIN,INTL,2014,Q4,3518783
FRA,INTL,2014,Q4,24561750
HRV,INTL,2014,Q4,767644
HUN,INTL,2014,Q4,2178635
IRL,INTL,2014,Q4,6056836
ISL,INTL,2014,Q4,807114
ITA,INTL,2014,Q4,19963582
LTU,INTL,2014,Q4,896799
LUX,INTL,2014,Q4,559731
LVA,INTL,2014,Q4,1110735
MNE,INTL,2014,Q4,
MKD,INTL,2014,Q4,
MLT,INTL,2014,Q4,904016
NLD,INTL,2014,Q4,14319841
NOR,INTL,2014,Q4,4921725
POL,INTL,2014,Q4,5387971
PRT,INTL,2014,Q4,6462910
ROU,INTL,2014,Q4,2519825
RS,INTL,2014,Q4,
SWE,INTL,2014,Q4,5857035
SVN,INTL,2014,Q4,282441
SVK,INTL,2014,Q4,288465
TUR,INTL,2014,Q4,16565080
GBR,INTL,2014,Q4,44693427
AUT,"NAT",2014,Q4,145370
BEL,"NAT",2014,Q4,5250
BGR,"NAT",2014,Q4,31906
CHE,"NAT",2014,Q4,152152
CYP,"NAT",2014,Q4,6
CZE,"NAT",2014,Q4,21764
DEU,"NAT",2014,Q4,5904849
DNK,"NAT",2014,Q4,492885
EST,"NAT",2014,Q4,3580
GRC,"NAT",2014,Q4,1474235
ESP,"NAT",2014,Q4,6810751
FIN,"NAT",2014,Q4,672082
FRA,"NAT",2014,Q4,6979482
HRV,"NAT",2014,Q4,110650
HUN,"NAT",2014,Q4,159
IRL,"NAT",2014,Q4,16699
ISL,"NAT",2014,Q4,0
ITA,"NAT",2014,Q4,6432725
LTU,"NAT",2014,Q4,60
LUX,"NAT",2014,Q4,332
LVA,"NAT",2014,Q4,28
MNE,"NAT",2014,Q4,
MKD,"NAT",2014,Q4,
MLT,"NAT",2014,Q4,0
NLD,"NAT",2014,Q4,2230
NOR,"NAT",2014,Q4,3896908
POL,"NAT",2014,Q4,385846
PRT,"NAT",2014,Q4,618690
ROU,"NAT",2014,Q4,141711
RS,"NAT",2014,Q4,
SWE,"NAT",2014,Q4,1978265
SVN,"NAT",2014,Q4,0
SVK,"NAT",2014,Q4,6627
TUR,"NAT",2014,Q4,10442371
GBR,"NAT",2014,Q4,5551273
AUT,TOTAL,2014,Q4,5997451
BEL,TOTAL,2014,Q4,6762010
BGR,TOTAL,2014,Q4,991342
CHE,TOTAL,2014,Q4,10817230
CYP,TOTAL,2014,Q4,1466095
CZE,TOTAL,2014,Q4,2634005
DEU,TOTAL,2014,Q4,44207351
DNK,TOTAL,2014,Q4,6629979
EST,TOTAL,2014,Q4,473910
GRC,TOTAL,2014,Q4,5930025
ESP,TOTAL,2014,Q4,35519090
FIN,TOTAL,2014,Q4,4190865
FRA,TOTAL,2014,Q4,31541232
HRV,TOTAL,2014,Q4,878294
HUN,TOTAL,2014,Q4,2178794
IRL,TOTAL,2014,Q4,6073535
ISL,TOTAL,2014,Q4,807114
ITA,TOTAL,2014,Q4,26396307
LTU,TOTAL,2014,Q4,896859
LUX,TOTAL,2014,Q4,560063
LVA,TOTAL,2014,Q4,1110763
MNE,TOTAL,2014,Q4,
MKD,TOTAL,2014,Q4,
MLT,TOTAL,2014,Q4,904016
NLD,TOTAL,2014,Q4,14322071
NOR,TOTAL,2014,Q4,8818633
POL,TOTAL,2014,Q4,5773817
PRT,TOTAL,2014,Q4,7081600
ROU,TOTAL,2014,Q4,2661536
RS,TOTAL,2014,Q4,
SWE,TOTAL,2014,Q4,7835300
SVN,TOTAL,2014,Q4,282441
SVK,TOTAL,2014,Q4,295092
TUR,TOTAL,2014,Q4,27007451
GBR,TOTAL,2014,Q4,50244700
AUT,INTL,2014,Q3,7657635
BEL,INTL,2014,Q3,9099980
BGR,INTL,2014,Q3,3647267
CHE,INTL,2014,Q3,13136440
CYP,INTL,2014,Q3,2992050
CZE,INTL,2014,Q3,4156552
DEU,INTL,2014,Q3,51118094
DNK,INTL,2014,Q3,8105422
EST,INTL,2014,Q3,610906
GRC,INTL,2014,Q3,17037158
ESP,INTL,2014,Q3,46893502
FIN,INTL,2014,Q3,4076932
FRA,INTL,2014,Q3,32758235
HRV,INTL,2014,Q3,2842282
HUN,INTL,2014,Q3,2732065
IRL,INTL,2014,Q3,8183628
ISL,INTL,2014,Q3,1451524
ITA,INTL,2014,Q3,30458441
LTU,INTL,2014,Q3,1171644
LUX,INTL,2014,Q3,745728
LVA,INTL,2014,Q3,1477520
MNE,INTL,2014,Q3,
MKD,INTL,2014,Q3,
MLT,INTL,2014,Q3,1524294
NLD,INTL,2014,Q3,18214070
NOR,INTL,2014,Q3,7034704
POL,INTL,2014,Q3,8029477
PRT,INTL,2014,Q3,9848267
ROU,INTL,2014,Q3,3309721
RS,INTL,2014,Q3,
SWE,INTL,2014,Q3,7527482
SVN,INTL,2014,Q3,453878
SVK,INTL,2014,Q3,791312
TUR,INTL,2014,Q3,29516212
GBR,INTL,2014,Q3,62494222
AUT,"NAT",2014,Q3,160928
BEL,"NAT",2014,Q3,21415
BGR,"NAT",2014,Q3,65692
CHE,"NAT",2014,Q3,164820
CYP,"NAT",2014,Q3,0
CZE,"NAT",2014,Q3,57344
DEU,"NAT",2014,Q3,5969662
DNK,"NAT",2014,Q3,503866
EST,"NAT",2014,Q3,5402
GRC,"NAT",2014,Q3,2134545
ESP,"NAT",2014,Q3,8848104
FIN,"NAT",2014,Q3,528766
FRA,"NAT",2014,Q3,7392742
HRV,"NAT",2014,Q3,177630
HUN,"NAT",2014,Q3,0
IRL,"NAT",2014,Q3,23061
ISL,"NAT",2014,Q3,0
ITA,"NAT",2014,Q3,8211015
LTU,"NAT",2014,Q3,13
LUX,"NAT",2014,Q3,69
LVA,"NAT",2014,Q3,0
MNE,"NAT",2014,Q3,
MKD,"NAT",2014,Q3,
MLT,"NAT",2014,Q3,0
NLD,"NAT",2014,Q3,2270
NOR,"NAT",2014,Q3,3880419
POL,"NAT",2014,Q3,456316
PRT,"NAT",2014,Q3,936692
ROU,"NAT",2014,Q3,126291
RS,"NAT",2014,Q3,
SWE,"NAT",2014,Q3,1723709
SVN,"NAT",2014,Q3,0
SVK,"NAT",2014,Q3,6647
TUR,"NAT",2014,Q3,11918318
GBR,"NAT",2014,Q3,5954660
AUT,TOTAL,2014,Q3,7818563
BEL,TOTAL,2014,Q3,9121395
BGR,TOTAL,2014,Q3,3712959
CHE,TOTAL,2014,Q3,13301260
CYP,TOTAL,2014,Q3,2992050
CZE,TOTAL,2014,Q3,4213896
DEU,TOTAL,2014,Q3,57087756
DNK,TOTAL,2014,Q3,8609288
EST,TOTAL,2014,Q3,616308
GRC,TOTAL,2014,Q3,19171703
ESP,TOTAL,2014,Q3,55741606
FIN,TOTAL,2014,Q3,4605698
FRA,TOTAL,2014,Q3,40150977
HRV,TOTAL,2014,Q3,3019912
HUN,TOTAL,2014,Q3,2732065
IRL,TOTAL,2014,Q3,8206689
ISL,TOTAL,2014,Q3,1451524
ITA,TOTAL,2014,Q3,38669456
LTU,TOTAL,2014,Q3,1171657
LUX,TOTAL,2014,Q3,745797
LVA,TOTAL,2014,Q3,1477520
MNE,TOTAL,2014,Q3,
MKD,TOTAL,2014,Q3,
MLT,TOTAL,2014,Q3,1524294
NLD,TOTAL,2014,Q3,18216340
NOR,TOTAL,2014,Q3,10915123
POL,TOTAL,2014,Q3,8485793
PRT,TOTAL,2014,Q3,10784959
ROU,TOTAL,2014,Q3,3436012
RS,TOTAL,2014,Q3,
SWE,TOTAL,2014,Q3,9251191
SVN,TOTAL,2014,Q3,453878
SVK,TOTAL,2014,Q3,797959
TUR,TOTAL,2014,Q3,41434530
GBR,TOTAL,2014,Q3,68448882
AUT,INTL,2014,Q2,6884197
BEL,INTL,2014,Q2,7868715
BGR,INTL,2014,Q2,1903559
CHE,INTL,2014,Q2,11745068
CYP,INTL,2014,Q2,2171968
CZE,INTL,2014,Q2,3247913
DEU,INTL,2014,Q2,43914325
DNK,INTL,2014,Q2,7509734
EST,INTL,2014,Q2,541637
GRC,INTL,2014,Q2,9429215
ESP,INTL,2014,Q2,37829985
FIN,INTL,2014,Q2,3879225
FRA,INTL,2014,Q2,29667140
HRV,INTL,2014,Q2,1633642
HUN,INTL,2014,Q2,2411574
IRL,INTL,2014,Q2,7250527
ISL,INTL,2014,Q2,1017756
ITA,INTL,2014,Q2,25084112
LTU,INTL,2014,Q2,1088885
LUX,INTL,2014,Q2,676980
LVA,INTL,2014,Q2,1315381
MNE,INTL,2014,Q2,
MKD,INTL,2014,Q2,
MLT,INTL,2014,Q2,1202224
NLD,INTL,2014,Q2,16397433
NOR,INTL,2014,Q2,6056705
POL,INTL,2014,Q2,6417408
PRT,INTL,2014,Q2,8174047
ROU,INTL,2014,Q2,2712896
RS,INTL,2014,Q2,
SWE,INTL,2014,Q2,6991104
SVN,INTL,2014,Q2,334458
SVK,INTL,2014,Q2,382254
TUR,INTL,2014,Q2,22533003
GBR,INTL,2014,Q2,53650263
AUT,"NAT",2014,Q2,161859
BEL,"NAT",2014,Q2,11036
BGR,"NAT",2014,Q2,50637
CHE,"NAT",2014,Q2,152915
CYP,"NAT",2014,Q2,5
CZE,"NAT",2014,Q2,36035
DEU,"NAT",2014,Q2,5911731
DNK,"NAT",2014,Q2,535769
EST,"NAT",2014,Q2,4407
GRC,"NAT",2014,Q2,1675378
ESP,"NAT",2014,Q2,7603104
FIN,"NAT",2014,Q2,622723
FRA,"NAT",2014,Q2,7593288
HRV,"NAT",2014,Q2,144213
HUN,"NAT",2014,Q2,0
IRL,"NAT",2014,Q2,17716
ISL,"NAT",2014,Q2,0
ITA,"NAT",2014,Q2,7312282
LTU,"NAT",2014,Q2,425
LUX,"NAT",2014,Q2,146
LVA,"NAT",2014,Q2,48
MNE,"NAT",2014,Q2,
MKD,"NAT",2014,Q2,
MLT,"NAT",2014,Q2,0
NLD,"NAT",2014,Q2,1178
NOR,"NAT",2014,Q2,4172525
POL,"NAT",2014,Q2,394974
PRT,"NAT",2014,Q2,736348
ROU,"NAT",2014,Q2,143294
RS,"NAT",2014,Q2,
SWE,"NAT",2014,Q2,1992219
SVN,"NAT",2014,Q2,0
SVK,"NAT",2014,Q2,8047
TUR,"NAT",2014,Q2,11091040
GBR,"NAT",2014,Q2,5654634
AUT,TOTAL,2014,Q2,7046056
BEL,TOTAL,2014,Q2,7879751
BGR,TOTAL,2014,Q2,1954196
CHE,TOTAL,2014,Q2,11897983
CYP,TOTAL,2014,Q2,2171973
CZE,TOTAL,2014,Q2,3283948
DEU,TOTAL,2014,Q2,49826056
DNK,TOTAL,2014,Q2,8045503
EST,TOTAL,2014,Q2,546044
GRC,TOTAL,2014,Q2,11104593
ESP,TOTAL,2014,Q2,45433089
FIN,TOTAL,2014,Q2,4501948
FRA,TOTAL,2014,Q2,37260428
HRV,TOTAL,2014,Q2,1777855
HUN,TOTAL,2014,Q2,2411574
IRL,TOTAL,2014,Q2,7268243
ISL,TOTAL,2014,Q2,1017756
ITA,TOTAL,2014,Q2,32396394
LTU,TOTAL,2014,Q2,1089310
LUX,TOTAL,2014,Q2,677126
LVA,TOTAL,2014,Q2,1315429
MNE,TOTAL,2014,Q2,
MKD,TOTAL,2014,Q2,
MLT,TOTAL,2014,Q2,1202224
NLD,TOTAL,2014,Q2,16398611
NOR,TOTAL,2014,Q2,10229230
POL,TOTAL,2014,Q2,6812382
PRT,TOTAL,2014,Q2,8910395
ROU,TOTAL,2014,Q2,2856190
RS,TOTAL,2014,Q2,
SWE,TOTAL,2014,Q2,8983323
SVN,TOTAL,2014,Q2,334458
SVK,TOTAL,2014,Q2,390301
TUR,TOTAL,2014,Q2,33624043
GBR,TOTAL,2014,Q2,59304897
AUT,INTL,2014,Q1,5555745
BEL,INTL,2014,Q1,5330048
BGR,INTL,2014,Q1,860350
CHE,INTL,2014,Q1,10053428
CYP,INTL,2014,Q1,798337
CZE,INTL,2014,Q1,2066049
DEU,INTL,2014,Q1,30946964
DNK,INTL,2014,Q1,5522361
EST,INTL,2014,Q1,380303
GRC,INTL,2014,Q1,1928514
ESP,INTL,2014,Q1,23086282
FIN,INTL,2014,Q1,3178018
FRA,INTL,2014,Q1,21777266
HRV,INTL,2014,Q1,393691
HUN,INTL,2014,Q1,1732415
IRL,INTL,2014,Q1,4787904
ISL,INTL,2014,Q1,591341
ITA,INTL,2014,Q1,16540878
LTU,INTL,2014,Q1,666505
LUX,INTL,2014,Q1,450917
LVA,INTL,2014,Q1,919047
MNE,INTL,2014,Q1,
MKD,INTL,2014,Q1,
MLT,INTL,2014,Q1,656088
NLD,INTL,2014,Q1,12225979
NOR,INTL,2014,Q1,4417770
POL,INTL,2014,Q1,4384155
PRT,INTL,2014,Q1,4980586
ROU,INTL,2014,Q1,1943423
RS,INTL,2014,Q1,
SWE,INTL,2014,Q1,5099572
SVN,INTL,2014,Q1,236773
SVK,INTL,2014,Q1,198973
TUR,INTL,2014,Q1,12051619
GBR,INTL,2014,Q1,37493532
AUT,"NAT",2014,Q1,148237
BEL,"NAT",2014,Q1,8857
BGR,"NAT",2014,Q1,29762
CHE,"NAT",2014,Q1,142023
CYP,"NAT",2014,Q1,0
CZE,"NAT",2014,Q1,12658
DEU,"NAT",2014,Q1,5276075
DNK,"NAT",2014,Q1,466971
EST,"NAT",2014,Q1,3241
GRC,"NAT",2014,Q1,981496
ESP,"NAT",2014,Q1,5930889
FIN,"NAT",2014,Q1,735405
FRA,"NAT",2014,Q1,6443424
HRV,"NAT",2014,Q1,88093
HUN,"NAT",2014,Q1,0
IRL,"NAT",2014,Q1,10437
ISL,"NAT",2014,Q1,0
ITA,"NAT",2014,Q1,5431019
LTU,"NAT",2014,Q1,557
LUX,"NAT",2014,Q1,63
LVA,"NAT",2014,Q1,69
MNE,"NAT",2014,Q1,
MKD,"NAT",2014,Q1,
MLT,"NAT",2014,Q1,4
NLD,"NAT",2014,Q1,635
NOR,"NAT",2014,Q1,3692136
POL,"NAT",2014,Q1,286874
PRT,"NAT",2014,Q1,502044
ROU,"NAT",2014,Q1,117815
RS,"NAT",2014,Q1,
SWE,"NAT",2014,Q1,1785757
SVN,"NAT",2014,Q1,0
SVK,"NAT",2014,Q1,5447
TUR,"NAT",2014,Q1,9566548
GBR,"NAT",2014,Q1,4803214
AUT,TOTAL,2014,Q1,5703982
BEL,TOTAL,2014,Q1,5338905
BGR,TOTAL,2014,Q1,890112
CHE,TOTAL,2014,Q1,10195451
CYP,TOTAL,2014,Q1,798337
CZE,TOTAL,2014,Q1,2078707
DEU,TOTAL,2014,Q1,36223039
DNK,TOTAL,2014,Q1,5989332
EST,TOTAL,2014,Q1,383544
GRC,TOTAL,2014,Q1,2910010
ESP,TOTAL,2014,Q1,29017171
FIN,TOTAL,2014,Q1,3913423
FRA,TOTAL,2014,Q1,28220690
HRV,TOTAL,2014,Q1,481784
HUN,TOTAL,2014,Q1,1732415
IRL,TOTAL,2014,Q1,4798341
ISL,TOTAL,2014,Q1,591341
ITA,TOTAL,2014,Q1,21971897
LTU,TOTAL,2014,Q1,667062
LUX,TOTAL,2014,Q1,450980
LVA,TOTAL,2014,Q1,919116
MNE,TOTAL,2014,Q1,
MKD,TOTAL,2014,Q1,
MLT,TOTAL,2014,Q1,656092
NLD,TOTAL,2014,Q1,12226614
NOR,TOTAL,2014,Q1,8109906
POL,TOTAL,2014,Q1,4671029
PRT,TOTAL,2014,Q1,5482630
ROU,TOTAL,2014,Q1,2061238
RS,TOTAL,2014,Q1,
SWE,TOTAL,2014,Q1,6885329
SVN,TOTAL,2014,Q1,236773
SVK,TOTAL,2014,Q1,204420
TUR,TOTAL,2014,Q1,21618167
GBR,TOTAL,2014,Q1,42296746
AUT,INTL,2013,Q4,5778957
BEL,INTL,2013,Q4,6026208
BGR,INTL,2013,Q4,891454
CHE,INTL,2013,Q4,10100677
CYP,INTL,2013,Q4,1425526
CZE,INTL,2013,Q4,2529683
DEU,INTL,2013,Q4,36902426
DNK,INTL,2013,Q4,5874483
EST,INTL,2013,Q4,445174
GRC,INTL,2013,Q4,3758280
ESP,INTL,2013,Q4,27518460
FIN,INTL,2013,Q4,3379163
FRA,INTL,2013,Q4,23530191
HRV,INTL,2013,Q4,707747
HUN,INTL,2013,Q4,2022978
IRL,INTL,2013,Q4,5513406
ISL,INTL,2013,Q4,661670
ITA,INTL,2013,Q4,18938794
LTU,INTL,2013,Q4,836668
LUX,INTL,2013,Q4,504092
LVA,INTL,2013,Q4,1072970
MNE,INTL,2013,Q4,
MKD,INTL,2013,Q4,
MLT,INTL,2013,Q4,873644
NLD,INTL,2013,Q4,13536292
NOR,INTL,2013,Q4,4878135
POL,INTL,2013,Q4,4588096
PRT,INTL,2013,Q4,5841742
ROU,INTL,2013,Q4,2187887
RS,INTL,2013,Q4,
SWE,INTL,2013,Q4,5704299
SVN,INTL,2013,Q4,271701
SVK,INTL,2013,Q4,259735
TUR,INTL,2013,Q4,15532649
GBR,INTL,2013,Q4,42394151
AUT,"NAT",2013,Q4,154622
BEL,"NAT",2013,Q4,6894
BGR,"NAT",2013,Q4,36108
CHE,"NAT",2013,Q4,140547
CYP,"NAT",2013,Q4,0
CZE,"NAT",2013,Q4,15944
DEU,"NAT",2013,Q4,5807995
DNK,"NAT",2013,Q4,499781
EST,"NAT",2013,Q4,4443
GRC,"NAT",2013,Q4,1115909
ESP,"NAT",2013,Q4,6559407
FIN,"NAT",2013,Q4,637121
FRA,"NAT",2013,Q4,7062505
HRV,"NAT",2013,Q4,102181
HUN,"NAT",2013,Q4,0
IRL,"NAT",2013,Q4,15904
ISL,"NAT",2013,Q4,0
ITA,"NAT",2013,Q4,6474063
LTU,"NAT",2013,Q4,35
LUX,"NAT",2013,Q4,385
LVA,"NAT",2013,Q4,1
MNE,"NAT",2013,Q4,
MKD,"NAT",2013,Q4,
MLT,"NAT",2013,Q4,0
NLD,"NAT",2013,Q4,4513
NOR,"NAT",2013,Q4,3926057
POL,"NAT",2013,Q4,314693
PRT,"NAT",2013,Q4,589618
ROU,"NAT",2013,Q4,145287
RS,"NAT",2013,Q4,
SWE,"NAT",2013,Q4,1950430
SVN,"NAT",2013,Q4,0
SVK,"NAT",2013,Q4,1914
TUR,"NAT",2013,Q4,9472612
GBR,"NAT",2013,Q4,5325342
AUT,TOTAL,2013,Q4,5933579
BEL,TOTAL,2013,Q4,6033102
BGR,TOTAL,2013,Q4,927562
CHE,TOTAL,2013,Q4,10241224
CYP,TOTAL,2013,Q4,1425526
CZE,TOTAL,2013,Q4,2545627
DEU,TOTAL,2013,Q4,42710421
DNK,TOTAL,2013,Q4,6374264
EST,TOTAL,2013,Q4,449617
GRC,TOTAL,2013,Q4,4874189
ESP,TOTAL,2013,Q4,34077867
FIN,TOTAL,2013,Q4,4016284
FRA,TOTAL,2013,Q4,30592696
HRV,TOTAL,2013,Q4,809928
HUN,TOTAL,2013,Q4,2022978
IRL,TOTAL,2013,Q4,5529310
ISL,TOTAL,2013,Q4,661670
ITA,TOTAL,2013,Q4,25412857
LTU,TOTAL,2013,Q4,836703
LUX,TOTAL,2013,Q4,504477
LVA,TOTAL,2013,Q4,1072971
MNE,TOTAL,2013,Q4,
MKD,TOTAL,2013,Q4,
MLT,TOTAL,2013,Q4,873644
NLD,TOTAL,2013,Q4,13540805
NOR,TOTAL,2013,Q4,8804192
POL,TOTAL,2013,Q4,4902789
PRT,TOTAL,2013,Q4,6431360
ROU,TOTAL,2013,Q4,2333174
RS,TOTAL,2013,Q4,
SWE,TOTAL,2013,Q4,7654729
SVN,TOTAL,2013,Q4,271701
SVK,TOTAL,2013,Q4,261649
TUR,TOTAL,2013,Q4,25005261
GBR,TOTAL,2013,Q4,47719493
AUT,INTL,2013,Q3,7358781
BEL,INTL,2013,Q3,8264475
BGR,INTL,2013,Q3,3494385
CHE,INTL,2013,Q3,12376059
CYP,INTL,2013,Q3,2845406
CZE,INTL,2013,Q3,4171643
DEU,INTL,2013,Q3,49023000
DNK,INTL,2013,Q3,7628839
EST,INTL,2013,Q3,583129
GRC,INTL,2013,Q3,15108666
ESP,INTL,2013,Q3,44625303
FIN,INTL,2013,Q3,3990082
FRA,INTL,2013,Q3,31820632
HRV,INTL,2013,Q3,2582550
HUN,INTL,2013,Q3,2539112
IRL,INTL,2013,Q3,7685123
ISL,INTL,2013,Q3,1215457
ITA,INTL,2013,Q3,28679230
LTU,INTL,2013,Q3,1097965
LUX,INTL,2013,Q3,694806
LVA,INTL,2013,Q3,1454461
MNE,INTL,2013,Q3,
MKD,INTL,2013,Q3,
MLT,INTL,2013,Q3,1431150
NLD,INTL,2013,Q3,17451218
NOR,INTL,2013,Q3,6928205
POL,INTL,2013,Q3,7369348
PRT,INTL,2013,Q3,8965067
ROU,INTL,2013,Q3,3013505
RS,INTL,2013,Q3,
SWE,INTL,2013,Q3,7253050
SVN,INTL,2013,Q3,441907
SVK,INTL,2013,Q3,720792
TUR,INTL,2013,Q3,27160553
GBR,INTL,2013,Q3,59729249
AUT,"NAT",2013,Q3,175018
