country,measure,year,flights
ISL,CAF_PAS_ARR,1995,
ITA,CAF_PAS_ARR,1995,
LTU,CAF_PAS_ARR,1995,
LUX,CAF_PAS_ARR,1995,3929
LVA,CAF_PAS_ARR,1995,
MNE,CAF_PAS_ARR,1995,
MKD,CAF_PAS_ARR,1995,
MLT,CAF_PAS_ARR,1995,
NLD,CAF_PAS_ARR,1995,
NOR,CAF_PAS_ARR,1995,
POL,CAF_PAS_ARR,1995,
PRT,CAF_PAS_ARR,1995,
ROU,CAF_PAS_ARR,1995,
RS,CAF_PAS_ARR,1995,
SWE,CAF_PAS_ARR,1995,0
SVN,CAF_PAS_ARR,1995,
SVK,CAF_PAS_ARR,1995,
TUR,CAF_PAS_ARR,1995,
GBR,CAF_PAS_ARR,1995,443604
AUT,CAF_PAS_DEP,1995,38915
BEL,CAF_PAS_DEP,1995,
BGR,CAF_PAS_DEP,1995,
CHE,CAF_PAS_DEP,1995,168004
CYP,CAF_PAS_DEP,1995,
CZE,CAF_PAS_DEP,1995,
DEU,CAF_PAS_DEP,1995,48569
DNK,CAF_PAS_DEP,1995,105711
EST,CAF_PAS_DEP,1995,
GRC,CAF_PAS_DEP,1995,
ESP,CAF_PAS_DEP,1995,
FIN,CAF_PAS_DEP,1995,
FRA,CAF_PAS_DEP,1995,
HRV,CAF_PAS_DEP,1995,
HUN,CAF_PAS_DEP,1995,
IRL,CAF_PAS_DEP,1995,
ISL,CAF_PAS_DEP,1995,
ITA,CAF_PAS_DEP,1995,
LTU,CAF_PAS_DEP,1995,
LUX,CAF_PAS_DEP,1995,2601
LVA,CAF_PAS_DEP,1995,
MNE,CAF_PAS_DEP,1995,
MKD,CAF_PAS_DEP,1995,
MLT,CAF_PAS_DEP,1995,
NLD,CAF_PAS_DEP,1995,
NOR,CAF_PAS_DEP,1995,
POL,CAF_PAS_DEP,1995,
PRT,CAF_PAS_DEP,1995,
ROU,CAF_PAS_DEP,1995,
RS,CAF_PAS_DEP,1995,
SWE,CAF_PAS_DEP,1995,0
SVN,CAF_PAS_DEP,1995,
SVK,CAF_PAS_DEP,1995,
TUR,CAF_PAS_DEP,1995,
GBR,CAF_PAS_DEP,1995,445547
AUT,CAF_PAS,1994,45336
BEL,CAF_PAS,1994,
BGR,CAF_PAS,1994,
CHE,CAF_PAS,1994,302259
CYP,CAF_PAS,1994,
CZE,CAF_PAS,1994,
DEU,CAF_PAS,1994,92536
DNK,CAF_PAS,1994,153863
EST,CAF_PAS,1994,
GRC,CAF_PAS,1994,
ESP,CAF_PAS,1994,
FIN,CAF_PAS,1994,
FRA,CAF_PAS,1994,
HRV,CAF_PAS,1994,
HUN,CAF_PAS,1994,
IRL,CAF_PAS,1994,
ISL,CAF_PAS,1994,
ITA,CAF_PAS,1994,
LTU,CAF_PAS,1994,
LUX,CAF_PAS,1994,4934
LVA,CAF_PAS,1994,
MNE,CAF_PAS,1994,
MKD,CAF_PAS,1994,
MLT,CAF_PAS,1994,
NLD,CAF_PAS,1994,
NOR,CAF_PAS,1994,
POL,CAF_PAS,1994,
PRT,CAF_PAS,1994,
ROU,CAF_PAS,1994,
RS,CAF_PAS,1994,
SWE,CAF_PAS,1994,0
SVN,CAF_PAS,1994,
SVK,CAF_PAS,1994,
TUR,CAF_PAS,1994,
GBR,CAF_PAS,1994,845353
AUT,CAF_PAS_ARR,1994,11185
BEL,CAF_PAS_ARR,1994,
BGR,CAF_PAS_ARR,1994,
CHE,CAF_PAS_ARR,1994,163187
CYP,CAF_PAS_ARR,1994,
CZE,CAF_PAS_ARR,1994,
DEU,CAF_PAS_ARR,1994,49199
DNK,CAF_PAS_ARR,1994,75838
EST,CAF_PAS_ARR,1994,
GRC,CAF_PAS_ARR,1994,
ESP,CAF_PAS_ARR,1994,
FIN,CAF_PAS_ARR,1994,
FRA,CAF_PAS_ARR,1994,
HRV,CAF_PAS_ARR,1994,
HUN,CAF_PAS_ARR,1994,
IRL,CAF_PAS_ARR,1994,
ISL,CAF_PAS_ARR,1994,
ITA,CAF_PAS_ARR,1994,
LTU,CAF_PAS_ARR,1994,
LUX,CAF_PAS_ARR,1994,3536
LVA,CAF_PAS_ARR,1994,
MNE,CAF_PAS_ARR,1994,
MKD,CAF_PAS_ARR,1994,
MLT,CAF_PAS_ARR,1994,
NLD,CAF_PAS_ARR,1994,
NOR,CAF_PAS_ARR,1994,
POL,CAF_PAS_ARR,1994,
PRT,CAF_PAS_ARR,1994,
ROU,CAF_PAS_ARR,1994,
RS,CAF_PAS_ARR,1994,
SWE,CAF_PAS_ARR,1994,0
SVN,CAF_PAS_ARR,1994,
SVK,CAF_PAS_ARR,1994,
TUR,CAF_PAS_ARR,1994,
GBR,CAF_PAS_ARR,1994,422832
AUT,CAF_PAS_DEP,1994,35598
BEL,CAF_PAS_DEP,1994,
BGR,CAF_PAS_DEP,1994,
CHE,CAF_PAS_DEP,1994,163444
CYP,CAF_PAS_DEP,1994,
CZE,CAF_PAS_DEP,1994,
DEU,CAF_PAS_DEP,1994,43337
DNK,CAF_PAS_DEP,1994,78025
EST,CAF_PAS_DEP,1994,
GRC,CAF_PAS_DEP,1994,
ESP,CAF_PAS_DEP,1994,
FIN,CAF_PAS_DEP,1994,
FRA,CAF_PAS_DEP,1994,
HRV,CAF_PAS_DEP,1994,
HUN,CAF_PAS_DEP,1994,
IRL,CAF_PAS_DEP,1994,
ISL,CAF_PAS_DEP,1994,
ITA,CAF_PAS_DEP,1994,
LTU,CAF_PAS_DEP,1994,
LUX,CAF_PAS_DEP,1994,1398
LVA,CAF_PAS_DEP,1994,
MNE,CAF_PAS_DEP,1994,
MKD,CAF_PAS_DEP,1994,
MLT,CAF_PAS_DEP,1994,
NLD,CAF_PAS_DEP,1994,
NOR,CAF_PAS_DEP,1994,
POL,CAF_PAS_DEP,1994,
PRT,CAF_PAS_DEP,1994,
ROU,CAF_PAS_DEP,1994,
RS,CAF_PAS_DEP,1994,
SWE,CAF_PAS_DEP,1994,0
SVN,CAF_PAS_DEP,1994,
SVK,CAF_PAS_DEP,1994,
TUR,CAF_PAS_DEP,1994,
GBR,CAF_PAS_DEP,1994,422521
AUT,CAF_PAS,1993,44648
BEL,CAF_PAS,1993,
BGR,CAF_PAS,1993,
CHE,CAF_PAS,1993,291282
CYP,CAF_PAS,1993,
CZE,CAF_PAS,1993,
DEU,CAF_PAS,1993,89101
DNK,CAF_PAS,1993,150483
EST,CAF_PAS,1993,
GRC,CAF_PAS,1993,
ESP,CAF_PAS,1993,
FIN,CAF_PAS,1993,
FRA,CAF_PAS,1993,
HRV,CAF_PAS,1993,
HUN,CAF_PAS,1993,
IRL,CAF_PAS,1993,
ISL,CAF_PAS,1993,
ITA,CAF_PAS,1993,
LTU,CAF_PAS,1993,
LUX,CAF_PAS,1993,31267
LVA,CAF_PAS,1993,
MNE,CAF_PAS,1993,
MKD,CAF_PAS,1993,
MLT,CAF_PAS,1993,
NLD,CAF_PAS,1993,
NOR,CAF_PAS,1993,
POL,CAF_PAS,1993,
PRT,CAF_PAS,1993,
ROU,CAF_PAS,1993,
RS,CAF_PAS,1993,
SWE,CAF_PAS,1993,0
SVN,CAF_PAS,1993,
SVK,CAF_PAS,1993,
TUR,CAF_PAS,1993,
GBR,CAF_PAS,1993,
AUT,CAF_PAS_ARR,1993,10942
BEL,CAF_PAS_ARR,1993,
BGR,CAF_PAS_ARR,1993,
CHE,CAF_PAS_ARR,1993,157593
CYP,CAF_PAS_ARR,1993,
CZE,CAF_PAS_ARR,1993,
DEU,CAF_PAS_ARR,1993,45840
DNK,CAF_PAS_ARR,1993,75085
EST,CAF_PAS_ARR,1993,
GRC,CAF_PAS_ARR,1993,
ESP,CAF_PAS_ARR,1993,
FIN,CAF_PAS_ARR,1993,
FRA,CAF_PAS_ARR,1993,
HRV,CAF_PAS_ARR,1993,
HUN,CAF_PAS_ARR,1993,
IRL,CAF_PAS_ARR,1993,
ISL,CAF_PAS_ARR,1993,
ITA,CAF_PAS_ARR,1993,
LTU,CAF_PAS_ARR,1993,
LUX,CAF_PAS_ARR,1993,15586
LVA,CAF_PAS_ARR,1993,
MNE,CAF_PAS_ARR,1993,
MKD,CAF_PAS_ARR,1993,
MLT,CAF_PAS_ARR,1993,
NLD,CAF_PAS_ARR,1993,
NOR,CAF_PAS_ARR,1993,
POL,CAF_PAS_ARR,1993,
PRT,CAF_PAS_ARR,1993,
ROU,CAF_PAS_ARR,1993,
RS,CAF_PAS_ARR,1993,
SWE,CAF_PAS_ARR,1993,0
SVN,CAF_PAS_ARR,1993,
SVK,CAF_PAS_ARR,1993,
TUR,CAF_PAS_ARR,1993,
GBR,CAF_PAS_ARR,1993,
AUT,CAF_PAS_DEP,1993,34467
BEL,CAF_PAS_DEP,1993,
BGR,CAF_PAS_DEP,1993,
CHE,CAF_PAS_DEP,1993,157699
CYP,CAF_PAS_DEP,1993,
CZE,CAF_PAS_DEP,1993,
DEU,CAF_PAS_DEP,1993,43261
DNK,CAF_PAS_DEP,1993,75398
EST,CAF_PAS_DEP,1993,
GRC,CAF_PAS_DEP,1993,
ESP,CAF_PAS_DEP,1993,
FIN,CAF_PAS_DEP,1993,
FRA,CAF_PAS_DEP,1993,
HRV,CAF_PAS_DEP,1993,
HUN,CAF_PAS_DEP,1993,
IRL,CAF_PAS_DEP,1993,
ISL,CAF_PAS_DEP,1993,
ITA,CAF_PAS_DEP,1993,
LTU,CAF_PAS_DEP,1993,
LUX,CAF_PAS_DEP,1993,15681
LVA,CAF_PAS_DEP,1993,
MNE,CAF_PAS_DEP,1993,
MKD,CAF_PAS_DEP,1993,
MLT,CAF_PAS_DEP,1993,
NLD,CAF_PAS_DEP,1993,
NOR,CAF_PAS_DEP,1993,
POL,CAF_PAS_DEP,1993,
PRT,CAF_PAS_DEP,1993,
ROU,CAF_PAS_DEP,1993,
RS,CAF_PAS_DEP,1993,
SWE,CAF_PAS_DEP,1993,0
SVN,CAF_PAS_DEP,1993,
SVK,CAF_PAS_DEP,1993,
TUR,CAF_PAS_DEP,1993,
GBR,CAF_PAS_DEP,1993,
