country,coverage,year,quarter,flights
GRC,INTL,2000,Q1,
ESP,INTL,2000,Q1,134961
FIN,INTL,2000,Q1,24458
FRA,INTL,2000,Q1,
HRV,INTL,2000,Q1,
HUN,INTL,2000,Q1,
IRL,INTL,2000,Q1,35191
ISL,INTL,2000,Q1,
ITA,INTL,2000,Q1,26719
LTU,INTL,2000,Q1,
LUX,INTL,2000,Q1,
LVA,INTL,2000,Q1,
MNE,INTL,2000,Q1,
MKD,INTL,2000,Q1,
MLT,INTL,2000,Q1,
NLD,INTL,2000,Q1,
NOR,INTL,2000,Q1,
POL,INTL,2000,Q1,
PRT,INTL,2000,Q1,
ROU,INTL,2000,Q1,
RS,INTL,2000,Q1,
SWE,INTL,2000,Q1,
SVN,INTL,2000,Q1,
SVK,INTL,2000,Q1,
TUR,INTL,2000,Q1,
GBR,INTL,2000,Q1,
AUT,"NAT",2000,Q1,
BEL,"NAT",2000,Q1,39
BGR,"NAT",2000,Q1,
CHE,"NAT",2000,Q1,
CYP,"NAT",2000,Q1,
CZE,"NAT",2000,Q1,
DEU,"NAT",2000,Q1,
DNK,"NAT",2000,Q1,
EST,"NAT",2000,Q1,
GRC,"NAT",2000,Q1,
ESP,"NAT",2000,Q1,101025
FIN,"NAT",2000,Q1,18489
FRA,"NAT",2000,Q1,
HRV,"NAT",2000,Q1,
HUN,"NAT",2000,Q1,
IRL,"NAT",2000,Q1,4114
ISL,"NAT",2000,Q1,
ITA,"NAT",2000,Q1,9791
LTU,"NAT",2000,Q1,
LUX,"NAT",2000,Q1,
LVA,"NAT",2000,Q1,
MNE,"NAT",2000,Q1,
MKD,"NAT",2000,Q1,
MLT,"NAT",2000,Q1,
NLD,"NAT",2000,Q1,
NOR,"NAT",2000,Q1,
POL,"NAT",2000,Q1,
PRT,"NAT",2000,Q1,
ROU,"NAT",2000,Q1,
RS,"NAT",2000,Q1,
SWE,"NAT",2000,Q1,
SVN,"NAT",2000,Q1,
SVK,"NAT",2000,Q1,
TUR,"NAT",2000,Q1,
GBR,"NAT",2000,Q1,
AUT,TOTAL,2000,Q1,
BEL,TOTAL,2000,Q1,66950
BGR,TOTAL,2000,Q1,
CHE,TOTAL,2000,Q1,
CYP,TOTAL,2000,Q1,
CZE,TOTAL,2000,Q1,
DEU,TOTAL,2000,Q1,
DNK,TOTAL,2000,Q1,
EST,TOTAL,2000,Q1,
GRC,TOTAL,2000,Q1,
ESP,TOTAL,2000,Q1,235986
FIN,TOTAL,2000,Q1,42947
FRA,TOTAL,2000,Q1,
HRV,TOTAL,2000,Q1,
HUN,TOTAL,2000,Q1,
IRL,TOTAL,2000,Q1,39305
ISL,TOTAL,2000,Q1,
ITA,TOTAL,2000,Q1,36510
LTU,TOTAL,2000,Q1,
LUX,TOTAL,2000,Q1,
LVA,TOTAL,2000,Q1,
MNE,TOTAL,2000,Q1,
MKD,TOTAL,2000,Q1,
MLT,TOTAL,2000,Q1,
NLD,TOTAL,2000,Q1,
NOR,TOTAL,2000,Q1,
POL,TOTAL,2000,Q1,
PRT,TOTAL,2000,Q1,
ROU,TOTAL,2000,Q1,
RS,TOTAL,2000,Q1,
SWE,TOTAL,2000,Q1,
SVN,TOTAL,2000,Q1,
SVK,TOTAL,2000,Q1,
TUR,TOTAL,2000,Q1,
GBR,TOTAL,2000,Q1,
AUT,INTL,1999,Q4,
BEL,INTL,1999,Q4,
BGR,INTL,1999,Q4,
CHE,INTL,1999,Q4,88993
CYP,INTL,1999,Q4,
CZE,INTL,1999,Q4,
DEU,INTL,1999,Q4,
DNK,INTL,1999,Q4,
EST,INTL,1999,Q4,
GRC,INTL,1999,Q4,
ESP,INTL,1999,Q4,
FIN,INTL,1999,Q4,23612
FRA,INTL,1999,Q4,
HRV,INTL,1999,Q4,
HUN,INTL,1999,Q4,
IRL,INTL,1999,Q4,36499
ISL,INTL,1999,Q4,
ITA,INTL,1999,Q4,27006
LTU,INTL,1999,Q4,
LUX,INTL,1999,Q4,
LVA,INTL,1999,Q4,
MNE,INTL,1999,Q4,
MKD,INTL,1999,Q4,
MLT,INTL,1999,Q4,
NLD,INTL,1999,Q4,
NOR,INTL,1999,Q4,
POL,INTL,1999,Q4,
PRT,INTL,1999,Q4,
ROU,INTL,1999,Q4,
RS,INTL,1999,Q4,
SWE,INTL,1999,Q4,
SVN,INTL,1999,Q4,
SVK,INTL,1999,Q4,
TUR,INTL,1999,Q4,
GBR,INTL,1999,Q4,267763
AUT,"NAT",1999,Q4,
BEL,"NAT",1999,Q4,
BGR,"NAT",1999,Q4,
CHE,"NAT",1999,Q4,8254
CYP,"NAT",1999,Q4,
CZE,"NAT",1999,Q4,
DEU,"NAT",1999,Q4,
DNK,"NAT",1999,Q4,
EST,"NAT",1999,Q4,
GRC,"NAT",1999,Q4,
ESP,"NAT",1999,Q4,
FIN,"NAT",1999,Q4,18348
FRA,"NAT",1999,Q4,
HRV,"NAT",1999,Q4,
HUN,"NAT",1999,Q4,
IRL,"NAT",1999,Q4,3929
ISL,"NAT",1999,Q4,
ITA,"NAT",1999,Q4,9750
LTU,"NAT",1999,Q4,
LUX,"NAT",1999,Q4,
LVA,"NAT",1999,Q4,
MNE,"NAT",1999,Q4,
MKD,"NAT",1999,Q4,
MLT,"NAT",1999,Q4,
NLD,"NAT",1999,Q4,
NOR,"NAT",1999,Q4,
POL,"NAT",1999,Q4,
PRT,"NAT",1999,Q4,
ROU,"NAT",1999,Q4,
RS,"NAT",1999,Q4,
SWE,"NAT",1999,Q4,
SVN,"NAT",1999,Q4,
SVK,"NAT",1999,Q4,
TUR,"NAT",1999,Q4,
GBR,"NAT",1999,Q4,96880
AUT,TOTAL,1999,Q4,
BEL,TOTAL,1999,Q4,
BGR,TOTAL,1999,Q4,
CHE,TOTAL,1999,Q4,97247
CYP,TOTAL,1999,Q4,
CZE,TOTAL,1999,Q4,
DEU,TOTAL,1999,Q4,
DNK,TOTAL,1999,Q4,
EST,TOTAL,1999,Q4,
GRC,TOTAL,1999,Q4,
ESP,TOTAL,1999,Q4,
FIN,TOTAL,1999,Q4,41960
FRA,TOTAL,1999,Q4,
HRV,TOTAL,1999,Q4,
HUN,TOTAL,1999,Q4,
IRL,TOTAL,1999,Q4,40428
ISL,TOTAL,1999,Q4,
ITA,TOTAL,1999,Q4,36756
LTU,TOTAL,1999,Q4,
LUX,TOTAL,1999,Q4,
LVA,TOTAL,1999,Q4,
MNE,TOTAL,1999,Q4,
MKD,TOTAL,1999,Q4,
MLT,TOTAL,1999,Q4,
NLD,TOTAL,1999,Q4,
NOR,TOTAL,1999,Q4,
POL,TOTAL,1999,Q4,
PRT,TOTAL,1999,Q4,
ROU,TOTAL,1999,Q4,
RS,TOTAL,1999,Q4,
SWE,TOTAL,1999,Q4,
SVN,TOTAL,1999,Q4,
SVK,TOTAL,1999,Q4,
TUR,TOTAL,1999,Q4,
GBR,TOTAL,1999,Q4,364643
AUT,INTL,1999,Q3,
BEL,INTL,1999,Q3,
BGR,INTL,1999,Q3,
CHE,INTL,1999,Q3,94194
CYP,INTL,1999,Q3,
CZE,INTL,1999,Q3,
DEU,INTL,1999,Q3,
DNK,INTL,1999,Q3,
EST,INTL,1999,Q3,
GRC,INTL,1999,Q3,
ESP,INTL,1999,Q3,
FIN,INTL,1999,Q3,24200
FRA,INTL,1999,Q3,
HRV,INTL,1999,Q3,
HUN,INTL,1999,Q3,
IRL,INTL,1999,Q3,46217
ISL,INTL,1999,Q3,
ITA,INTL,1999,Q3,40268
LTU,INTL,1999,Q3,
LUX,INTL,1999,Q3,
LVA,INTL,1999,Q3,
MNE,INTL,1999,Q3,
MKD,INTL,1999,Q3,
MLT,INTL,1999,Q3,
NLD,INTL,1999,Q3,
NOR,INTL,1999,Q3,
POL,INTL,1999,Q3,
PRT,INTL,1999,Q3,
ROU,INTL,1999,Q3,
RS,INTL,1999,Q3,
SWE,INTL,1999,Q3,
SVN,INTL,1999,Q3,
SVK,INTL,1999,Q3,
TUR,INTL,1999,Q3,
GBR,INTL,1999,Q3,313849
AUT,"NAT",1999,Q3,
BEL,"NAT",1999,Q3,
BGR,"NAT",1999,Q3,
CHE,"NAT",1999,Q3,8635
CYP,"NAT",1999,Q3,
CZE,"NAT",1999,Q3,
DEU,"NAT",1999,Q3,
DNK,"NAT",1999,Q3,
EST,"NAT",1999,Q3,
GRC,"NAT",1999,Q3,
ESP,"NAT",1999,Q3,
FIN,"NAT",1999,Q3,17779
FRA,"NAT",1999,Q3,
HRV,"NAT",1999,Q3,
HUN,"NAT",1999,Q3,
IRL,"NAT",1999,Q3,4107
ISL,"NAT",1999,Q3,
ITA,"NAT",1999,Q3,13452
LTU,"NAT",1999,Q3,
LUX,"NAT",1999,Q3,
LVA,"NAT",1999,Q3,
MNE,"NAT",1999,Q3,
MKD,"NAT",1999,Q3,
MLT,"NAT",1999,Q3,
NLD,"NAT",1999,Q3,
NOR,"NAT",1999,Q3,
POL,"NAT",1999,Q3,
PRT,"NAT",1999,Q3,
ROU,"NAT",1999,Q3,
RS,"NAT",1999,Q3,
SWE,"NAT",1999,Q3,
SVN,"NAT",1999,Q3,
SVK,"NAT",1999,Q3,
TUR,"NAT",1999,Q3,
GBR,"NAT",1999,Q3,105740
AUT,TOTAL,1999,Q3,
BEL,TOTAL,1999,Q3,
BGR,TOTAL,1999,Q3,
CHE,TOTAL,1999,Q3,102829
CYP,TOTAL,1999,Q3,
CZE,TOTAL,1999,Q3,
DEU,TOTAL,1999,Q3,
DNK,TOTAL,1999,Q3,
EST,TOTAL,1999,Q3,
GRC,TOTAL,1999,Q3,
ESP,TOTAL,1999,Q3,
FIN,TOTAL,1999,Q3,41979
FRA,TOTAL,1999,Q3,
HRV,TOTAL,1999,Q3,
HUN,TOTAL,1999,Q3,
IRL,TOTAL,1999,Q3,50324
ISL,TOTAL,1999,Q3,
ITA,TOTAL,1999,Q3,53720
LTU,TOTAL,1999,Q3,
LUX,TOTAL,1999,Q3,
LVA,TOTAL,1999,Q3,
MNE,TOTAL,1999,Q3,
MKD,TOTAL,1999,Q3,
MLT,TOTAL,1999,Q3,
NLD,TOTAL,1999,Q3,
NOR,TOTAL,1999,Q3,
POL,TOTAL,1999,Q3,
PRT,TOTAL,1999,Q3,
ROU,TOTAL,1999,Q3,
RS,TOTAL,1999,Q3,
SWE,TOTAL,1999,Q3,
SVN,TOTAL,1999,Q3,
SVK,TOTAL,1999,Q3,
TUR,TOTAL,1999,Q3,
GBR,TOTAL,1999,Q3,419589
AUT,INTL,1999,Q2,
BEL,INTL,1999,Q2,
BGR,INTL,1999,Q2,
CHE,INTL,1999,Q2,86768
CYP,INTL,1999,Q2,
CZE,INTL,1999,Q2,
DEU,INTL,1999,Q2,
DNK,INTL,1999,Q2,
EST,INTL,1999,Q2,
GRC,INTL,1999,Q2,
ESP,INTL,1999,Q2,
FIN,INTL,1999,Q2,24213
FRA,INTL,1999,Q2,
HRV,INTL,1999,Q2,
HUN,INTL,1999,Q2,
IRL,INTL,1999,Q2,41268
ISL,INTL,1999,Q2,
ITA,INTL,1999,Q2,30710
LTU,INTL,1999,Q2,
LUX,INTL,1999,Q2,
LVA,INTL,1999,Q2,
MNE,INTL,1999,Q2,
MKD,INTL,1999,Q2,
MLT,INTL,1999,Q2,
NLD,INTL,1999,Q2,
NOR,INTL,1999,Q2,
POL,INTL,1999,Q2,
PRT,INTL,1999,Q2,
ROU,INTL,1999,Q2,
RS,INTL,1999,Q2,
SWE,INTL,1999,Q2,
SVN,INTL,1999,Q2,
SVK,INTL,1999,Q2,
TUR,INTL,1999,Q2,
GBR,INTL,1999,Q2,283275
AUT,"NAT",1999,Q2,
BEL,"NAT",1999,Q2,
BGR,"NAT",1999,Q2,
CHE,"NAT",1999,Q2,8469
CYP,"NAT",1999,Q2,
CZE,"NAT",1999,Q2,
DEU,"NAT",1999,Q2,
DNK,"NAT",1999,Q2,
EST,"NAT",1999,Q2,
GRC,"NAT",1999,Q2,
ESP,"NAT",1999,Q2,
FIN,"NAT",1999,Q2,19645
FRA,"NAT",1999,Q2,
HRV,"NAT",1999,Q2,
HUN,"NAT",1999,Q2,
IRL,"NAT",1999,Q2,3728
ISL,"NAT",1999,Q2,
ITA,"NAT",1999,Q2,10767
LTU,"NAT",1999,Q2,
LUX,"NAT",1999,Q2,
LVA,"NAT",1999,Q2,
MNE,"NAT",1999,Q2,
MKD,"NAT",1999,Q2,
MLT,"NAT",1999,Q2,
NLD,"NAT",1999,Q2,
NOR,"NAT",1999,Q2,
POL,"NAT",1999,Q2,
PRT,"NAT",1999,Q2,
ROU,"NAT",1999,Q2,
RS,"NAT",1999,Q2,
SWE,"NAT",1999,Q2,
SVN,"NAT",1999,Q2,
SVK,"NAT",1999,Q2,
TUR,"NAT",1999,Q2,
GBR,"NAT",1999,Q2,100259
AUT,TOTAL,1999,Q2,
BEL,TOTAL,1999,Q2,
BGR,TOTAL,1999,Q2,
CHE,TOTAL,1999,Q2,95237
CYP,TOTAL,1999,Q2,
CZE,TOTAL,1999,Q2,
DEU,TOTAL,1999,Q2,
DNK,TOTAL,1999,Q2,
EST,TOTAL,1999,Q2,
GRC,TOTAL,1999,Q2,
ESP,TOTAL,1999,Q2,
FIN,TOTAL,1999,Q2,43858
FRA,TOTAL,1999,Q2,
HRV,TOTAL,1999,Q2,
HUN,TOTAL,1999,Q2,
IRL,TOTAL,1999,Q2,44996
ISL,TOTAL,1999,Q2,
ITA,TOTAL,1999,Q2,41477
LTU,TOTAL,1999,Q2,
LUX,TOTAL,1999,Q2,
LVA,TOTAL,1999,Q2,
MNE,TOTAL,1999,Q2,
MKD,TOTAL,1999,Q2,
MLT,TOTAL,1999,Q2,
NLD,TOTAL,1999,Q2,
NOR,TOTAL,1999,Q2,
POL,TOTAL,1999,Q2,
PRT,TOTAL,1999,Q2,
ROU,TOTAL,1999,Q2,
RS,TOTAL,1999,Q2,
SWE,TOTAL,1999,Q2,
SVN,TOTAL,1999,Q2,
SVK,TOTAL,1999,Q2,
TUR,TOTAL,1999,Q2,
GBR,TOTAL,1999,Q2,383534
AUT,INTL,1999,Q1,
BEL,INTL,1999,Q1,
BGR,INTL,1999,Q1,
CHE,INTL,1999,Q1,80911
CYP,INTL,1999,Q1,
CZE,INTL,1999,Q1,
DEU,INTL,1999,Q1,
DNK,INTL,1999,Q1,
EST,INTL,1999,Q1,
GRC,INTL,1999,Q1,
ESP,INTL,1999,Q1,
FIN,INTL,1999,Q1,18813
FRA,INTL,1999,Q1,
HRV,INTL,1999,Q1,
HUN,INTL,1999,Q1,
IRL,INTL,1999,Q1,33108
ISL,INTL,1999,Q1,
ITA,INTL,1999,Q1,21654
LTU,INTL,1999,Q1,
LUX,INTL,1999,Q1,
LVA,INTL,1999,Q1,
MNE,INTL,1999,Q1,
MKD,INTL,1999,Q1,
MLT,INTL,1999,Q1,
NLD,INTL,1999,Q1,
NOR,INTL,1999,Q1,
POL,INTL,1999,Q1,
PRT,INTL,1999,Q1,
ROU,INTL,1999,Q1,
RS,INTL,1999,Q1,
SWE,INTL,1999,Q1,
SVN,INTL,1999,Q1,
SVK,INTL,1999,Q1,
TUR,INTL,1999,Q1,
GBR,INTL,1999,Q1,240622
AUT,"NAT",1999,Q1,
BEL,"NAT",1999,Q1,
BGR,"NAT",1999,Q1,
CHE,"NAT",1999,Q1,7796
CYP,"NAT",1999,Q1,
CZE,"NAT",1999,Q1,
DEU,"NAT",1999,Q1,
DNK,"NAT",1999,Q1,
EST,"NAT",1999,Q1,
GRC,"NAT",1999,Q1,
ESP,"NAT",1999,Q1,
FIN,"NAT",1999,Q1,11369
FRA,"NAT",1999,Q1,
HRV,"NAT",1999,Q1,
HUN,"NAT",1999,Q1,
IRL,"NAT",1999,Q1,3739
ISL,"NAT",1999,Q1,
ITA,"NAT",1999,Q1,8054
LTU,"NAT",1999,Q1,
LUX,"NAT",1999,Q1,
LVA,"NAT",1999,Q1,
MNE,"NAT",1999,Q1,
MKD,"NAT",1999,Q1,
MLT,"NAT",1999,Q1,
NLD,"NAT",1999,Q1,
NOR,"NAT",1999,Q1,
POL,"NAT",1999,Q1,
PRT,"NAT",1999,Q1,
ROU,"NAT",1999,Q1,
RS,"NAT",1999,Q1,
SWE,"NAT",1999,Q1,
SVN,"NAT",1999,Q1,
SVK,"NAT",1999,Q1,
TUR,"NAT",1999,Q1,
GBR,"NAT",1999,Q1,88856
AUT,TOTAL,1999,Q1,
BEL,TOTAL,1999,Q1,
BGR,TOTAL,1999,Q1,
CHE,TOTAL,1999,Q1,88707
CYP,TOTAL,1999,Q1,
CZE,TOTAL,1999,Q1,
DEU,TOTAL,1999,Q1,
DNK,TOTAL,1999,Q1,
EST,TOTAL,1999,Q1,
GRC,TOTAL,1999,Q1,
ESP,TOTAL,1999,Q1,
FIN,TOTAL,1999,Q1,30182
FRA,TOTAL,1999,Q1,
HRV,TOTAL,1999,Q1,
HUN,TOTAL,1999,Q1,
IRL,TOTAL,1999,Q1,36847
ISL,TOTAL,1999,Q1,
ITA,TOTAL,1999,Q1,29708
LTU,TOTAL,1999,Q1,
LUX,TOTAL,1999,Q1,
LVA,TOTAL,1999,Q1,
MNE,TOTAL,1999,Q1,
MKD,TOTAL,1999,Q1,
MLT,TOTAL,1999,Q1,
NLD,TOTAL,1999,Q1,
NOR,TOTAL,1999,Q1,
POL,TOTAL,1999,Q1,
PRT,TOTAL,1999,Q1,
ROU,TOTAL,1999,Q1,
RS,TOTAL,1999,Q1,
SWE,TOTAL,1999,Q1,
SVN,TOTAL,1999,Q1,
SVK,TOTAL,1999,Q1,
TUR,TOTAL,1999,Q1,
GBR,TOTAL,1999,Q1,329478
AUT,INTL,1998,Q4,
BEL,INTL,1998,Q4,
BGR,INTL,1998,Q4,
CHE,INTL,1998,Q4,82593
CYP,INTL,1998,Q4,
CZE,INTL,1998,Q4,
DEU,INTL,1998,Q4,
DNK,INTL,1998,Q4,
EST,INTL,1998,Q4,
GRC,INTL,1998,Q4,
ESP,INTL,1998,Q4,
FIN,INTL,1998,Q4,23116
FRA,INTL,1998,Q4,
HRV,INTL,1998,Q4,
HUN,INTL,1998,Q4,
IRL,INTL,1998,Q4,
ISL,INTL,1998,Q4,
ITA,INTL,1998,Q4,
LTU,INTL,1998,Q4,
LUX,INTL,1998,Q4,
LVA,INTL,1998,Q4,
MNE,INTL,1998,Q4,
MKD,INTL,1998,Q4,
MLT,INTL,1998,Q4,
NLD,INTL,1998,Q4,
NOR,INTL,1998,Q4,
POL,INTL,1998,Q4,
PRT,INTL,1998,Q4,
ROU,INTL,1998,Q4,
RS,INTL,1998,Q4,
SWE,INTL,1998,Q4,
SVN,INTL,1998,Q4,
SVK,INTL,1998,Q4,
TUR,INTL,1998,Q4,
GBR,INTL,1998,Q4,250231
AUT,"NAT",1998,Q4,
BEL,"NAT",1998,Q4,
BGR,"NAT",1998,Q4,
CHE,"NAT",1998,Q4,8082
CYP,"NAT",1998,Q4,
CZE,"NAT",1998,Q4,
DEU,"NAT",1998,Q4,
DNK,"NAT",1998,Q4,
EST,"NAT",1998,Q4,
GRC,"NAT",1998,Q4,
ESP,"NAT",1998,Q4,
FIN,"NAT",1998,Q4,20362
FRA,"NAT",1998,Q4,
HRV,"NAT",1998,Q4,
HUN,"NAT",1998,Q4,
IRL,"NAT",1998,Q4,
ISL,"NAT",1998,Q4,
ITA,"NAT",1998,Q4,
LTU,"NAT",1998,Q4,
LUX,"NAT",1998,Q4,
LVA,"NAT",1998,Q4,
MNE,"NAT",1998,Q4,
MKD,"NAT",1998,Q4,
MLT,"NAT",1998,Q4,
NLD,"NAT",1998,Q4,
NOR,"NAT",1998,Q4,
POL,"NAT",1998,Q4,
PRT,"NAT",1998,Q4,
ROU,"NAT",1998,Q4,
RS,"NAT",1998,Q4,
SWE,"NAT",1998,Q4,
SVN,"NAT",1998,Q4,
SVK,"NAT",1998,Q4,
TUR,"NAT",1998,Q4,
GBR,"NAT",1998,Q4,96575
AUT,TOTAL,1998,Q4,
BEL,TOTAL,1998,Q4,
BGR,TOTAL,1998,Q4,
CHE,TOTAL,1998,Q4,90675
CYP,TOTAL,1998,Q4,
CZE,TOTAL,1998,Q4,
DEU,TOTAL,1998,Q4,
DNK,TOTAL,1998,Q4,
EST,TOTAL,1998,Q4,
GRC,TOTAL,1998,Q4,
ESP,TOTAL,1998,Q4,
FIN,TOTAL,1998,Q4,43478
FRA,TOTAL,1998,Q4,
HRV,TOTAL,1998,Q4,
HUN,TOTAL,1998,Q4,
IRL,TOTAL,1998,Q4,
ISL,TOTAL,1998,Q4,
ITA,TOTAL,1998,Q4,
LTU,TOTAL,1998,Q4,
LUX,TOTAL,1998,Q4,
LVA,TOTAL,1998,Q4,
MNE,TOTAL,1998,Q4,
MKD,TOTAL,1998,Q4,
MLT,TOTAL,1998,Q4,
NLD,TOTAL,1998,Q4,
NOR,TOTAL,1998,Q4,
POL,TOTAL,1998,Q4,
PRT,TOTAL,1998,Q4,
ROU,TOTAL,1998,Q4,
RS,TOTAL,1998,Q4,
SWE,TOTAL,1998,Q4,
SVN,TOTAL,1998,Q4,
SVK,TOTAL,1998,Q4,
TUR,TOTAL,1998,Q4,
GBR,TOTAL,1998,Q4,346806
AUT,INTL,1998,Q3,
BEL,INTL,1998,Q3,
BGR,INTL,1998,Q3,
CHE,INTL,1998,Q3,87839
CYP,INTL,1998,Q3,
CZE,INTL,1998,Q3,
DEU,INTL,1998,Q3,
DNK,INTL,1998,Q3,
EST,INTL,1998,Q3,
GRC,INTL,1998,Q3,
ESP,INTL,1998,Q3,
FIN,INTL,1998,Q3,22650
FRA,INTL,1998,Q3,
HRV,INTL,1998,Q3,
HUN,INTL,1998,Q3,
IRL,INTL,1998,Q3,
ISL,INTL,1998,Q3,
ITA,INTL,1998,Q3,
LTU,INTL,1998,Q3,
LUX,INTL,1998,Q3,
LVA,INTL,1998,Q3,
MNE,INTL,1998,Q3,
MKD,INTL,1998,Q3,
MLT,INTL,1998,Q3,
NLD,INTL,1998,Q3,
NOR,INTL,1998,Q3,
POL,INTL,1998,Q3,
PRT,INTL,1998,Q3,
ROU,INTL,1998,Q3,
RS,INTL,1998,Q3,
SWE,INTL,1998,Q3,
SVN,INTL,1998,Q3,
SVK,INTL,1998,Q3,
TUR,INTL,1998,Q3,
GBR,INTL,1998,Q3,291938
AUT,"NAT",1998,Q3,
BEL,"NAT",1998,Q3,
BGR,"NAT",1998,Q3,
CHE,"NAT",1998,Q3,8122
CYP,"NAT",1998,Q3,
CZE,"NAT",1998,Q3,
DEU,"NAT",1998,Q3,
DNK,"NAT",1998,Q3,
EST,"NAT",1998,Q3,
GRC,"NAT",1998,Q3,
ESP,"NAT",1998,Q3,
FIN,"NAT",1998,Q3,17645
FRA,"NAT",1998,Q3,
HRV,"NAT",1998,Q3,
HUN,"NAT",1998,Q3,
IRL,"NAT",1998,Q3,
ISL,"NAT",1998,Q3,
ITA,"NAT",1998,Q3,
LTU,"NAT",1998,Q3,
LUX,"NAT",1998,Q3,
LVA,"NAT",1998,Q3,
MNE,"NAT",1998,Q3,
MKD,"NAT",1998,Q3,
MLT,"NAT",1998,Q3,
NLD,"NAT",1998,Q3,
NOR,"NAT",1998,Q3,
POL,"NAT",1998,Q3,
PRT,"NAT",1998,Q3,
ROU,"NAT",1998,Q3,
RS,"NAT",1998,Q3,
SWE,"NAT",1998,Q3,
SVN,"NAT",1998,Q3,
SVK,"NAT",1998,Q3,
TUR,"NAT",1998,Q3,
GBR,"NAT",1998,Q3,106268
AUT,TOTAL,1998,Q3,
BEL,TOTAL,1998,Q3,
BGR,TOTAL,1998,Q3,
CHE,TOTAL,1998,Q3,95961
CYP,TOTAL,1998,Q3,
CZE,TOTAL,1998,Q3,
DEU,TOTAL,1998,Q3,
DNK,TOTAL,1998,Q3,
EST,TOTAL,1998,Q3,
GRC,TOTAL,1998,Q3,
ESP,TOTAL,1998,Q3,
FIN,TOTAL,1998,Q3,40295
FRA,TOTAL,1998,Q3,
HRV,TOTAL,1998,Q3,
HUN,TOTAL,1998,Q3,
IRL,TOTAL,1998,Q3,
ISL,TOTAL,1998,Q3,
ITA,TOTAL,1998,Q3,
LTU,TOTAL,1998,Q3,
LUX,TOTAL,1998,Q3,
LVA,TOTAL,1998,Q3,
MNE,TOTAL,1998,Q3,
MKD,TOTAL,1998,Q3,
MLT,TOTAL,1998,Q3,
NLD,TOTAL,1998,Q3,
NOR,TOTAL,1998,Q3,
POL,TOTAL,1998,Q3,
PRT,TOTAL,1998,Q3,
ROU,TOTAL,1998,Q3,
RS,TOTAL,1998,Q3,
SWE,TOTAL,1998,Q3,
SVN,TOTAL,1998,Q3,
SVK,TOTAL,1998,Q3,
TUR,TOTAL,1998,Q3,
GBR,TOTAL,1998,Q3,398206
AUT,INTL,1998,Q2,
BEL,INTL,1998,Q2,
BGR,INTL,1998,Q2,
CHE,INTL,1998,Q2,82353
CYP,INTL,1998,Q2,
CZE,INTL,1998,Q2,
DEU,INTL,1998,Q2,
DNK,INTL,1998,Q2,
EST,INTL,1998,Q2,
GRC,INTL,1998,Q2,
ESP,INTL,1998,Q2,
FIN,INTL,1998,Q2,22523
FRA,INTL,1998,Q2,
HRV,INTL,1998,Q2,
HUN,INTL,1998,Q2,
IRL,INTL,1998,Q2,
ISL,INTL,1998,Q2,
ITA,INTL,1998,Q2,
LTU,INTL,1998,Q2,
LUX,INTL,1998,Q2,
LVA,INTL,1998,Q2,
MNE,INTL,1998,Q2,
MKD,INTL,1998,Q2,
MLT,INTL,1998,Q2,
NLD,INTL,1998,Q2,
NOR,INTL,1998,Q2,
POL,INTL,1998,Q2,
PRT,INTL,1998,Q2,
ROU,INTL,1998,Q2,
RS,INTL,1998,Q2,
SWE,INTL,1998,Q2,
SVN,INTL,1998,Q2,
SVK,INTL,1998,Q2,
TUR,INTL,1998,Q2,
GBR,INTL,1998,Q2,262338
AUT,"NAT",1998,Q2,
BEL,"NAT",1998,Q2,
BGR,"NAT",1998,Q2,
CHE,"NAT",1998,Q2,7893
CYP,"NAT",1998,Q2,
CZE,"NAT",1998,Q2,
DEU,"NAT",1998,Q2,
DNK,"NAT",1998,Q2,
EST,"NAT",1998,Q2,
GRC,"NAT",1998,Q2,
ESP,"NAT",1998,Q2,
FIN,"NAT",1998,Q2,18615
FRA,"NAT",1998,Q2,
HRV,"NAT",1998,Q2,
HUN,"NAT",1998,Q2,
IRL,"NAT",1998,Q2,
ISL,"NAT",1998,Q2,
ITA,"NAT",1998,Q2,
LTU,"NAT",1998,Q2,
LUX,"NAT",1998,Q2,
LVA,"NAT",1998,Q2,
MNE,"NAT",1998,Q2,
MKD,"NAT",1998,Q2,
MLT,"NAT",1998,Q2,
NLD,"NAT",1998,Q2,
NOR,"NAT",1998,Q2,
POL,"NAT",1998,Q2,
PRT,"NAT",1998,Q2,
ROU,"NAT",1998,Q2,
RS,"NAT",1998,Q2,
SWE,"NAT",1998,Q2,
SVN,"NAT",1998,Q2,
SVK,"NAT",1998,Q2,
TUR,"NAT",1998,Q2,
GBR,"NAT",1998,Q2,101171
AUT,TOTAL,1998,Q2,
BEL,TOTAL,1998,Q2,
BGR,TOTAL,1998,Q2,
CHE,TOTAL,1998,Q2,90246
CYP,TOTAL,1998,Q2,
CZE,TOTAL,1998,Q2,
DEU,TOTAL,1998,Q2,
DNK,TOTAL,1998,Q2,
EST,TOTAL,1998,Q2,
GRC,TOTAL,1998,Q2,
ESP,TOTAL,1998,Q2,
FIN,TOTAL,1998,Q2,41138
FRA,TOTAL,1998,Q2,
HRV,TOTAL,1998,Q2,
HUN,TOTAL,1998,Q2,
IRL,TOTAL,1998,Q2,
ISL,TOTAL,1998,Q2,
ITA,TOTAL,1998,Q2,
LTU,TOTAL,1998,Q2,
