country,coverage,year,quarter,flights
RS,TOTAL,2006,Q4,
SWE,TOTAL,2006,Q4,82399
SVN,TOTAL,2006,Q4,6219
SVK,TOTAL,2006,Q4,5739
TUR,TOTAL,2006,Q4,
GBR,TOTAL,2006,Q4,454194
AUT,INTL,2006,Q3,70777
BEL,INTL,2006,Q3,64365
BGR,INTL,2006,Q3,
CHE,INTL,2006,Q3,93933
CYP,INTL,2006,Q3,21066
CZE,INTL,2006,Q3,44467
DEU,INTL,2006,Q3,372436
DNK,INTL,2006,Q3,64713
EST,INTL,2006,Q3,5876
GRC,INTL,2006,Q3,92909
ESP,INTL,2006,Q3,250676
FIN,INTL,2006,Q3,29600
FRA,INTL,2006,Q3,270452
HRV,INTL,2006,Q3,
HUN,INTL,2006,Q3,31419
IRL,INTL,2006,Q3,62676
ISL,INTL,2006,Q3,5488
ITA,INTL,2006,Q3,208690
LTU,INTL,2006,Q3,8962
LUX,INTL,2006,Q3,10921
LVA,INTL,2006,Q3,9815
MNE,INTL,2006,Q3,
MKD,INTL,2006,Q3,
MLT,INTL,2006,Q3,8057
NLD,INTL,2006,Q3,122542
NOR,INTL,2006,Q3,46267
POL,INTL,2006,Q3,49960
PRT,INTL,2006,Q3,55164
ROU,INTL,2006,Q3,20172
RS,INTL,2006,Q3,
SWE,INTL,2006,Q3,52199
SVN,INTL,2006,Q3,7676
SVK,INTL,2006,Q3,8486
TUR,INTL,2006,Q3,
GBR,INTL,2006,Q3,399887
AUT,"NAT",2006,Q3,5107
BEL,"NAT",2006,Q3,2498
BGR,"NAT",2006,Q3,
CHE,"NAT",2006,Q3,3240
CYP,"NAT",2006,Q3,927
CZE,"NAT",2006,Q3,2992
DEU,"NAT",2006,Q3,82109
DNK,"NAT",2006,Q3,11894
EST,"NAT",2006,Q3,593
GRC,"NAT",2006,Q3,32122
ESP,"NAT",2006,Q3,129038
FIN,"NAT",2006,Q3,14053
FRA,"NAT",2006,Q3,103409
HRV,"NAT",2006,Q3,
HUN,"NAT",2006,Q3,318
IRL,"NAT",2006,Q3,5181
ISL,"NAT",2006,Q3,
ITA,"NAT",2006,Q3,87164
LTU,"NAT",2006,Q3,94
LUX,"NAT",2006,Q3,2
LVA,"NAT",2006,Q3,106
MNE,"NAT",2006,Q3,
MKD,"NAT",2006,Q3,
MLT,"NAT",2006,Q3,877
NLD,"NAT",2006,Q3,723
NOR,"NAT",2006,Q3,59643
POL,"NAT",2006,Q3,8415
PRT,"NAT",2006,Q3,11051
ROU,"NAT",2006,Q3,2961
RS,"NAT",2006,Q3,
SWE,"NAT",2006,Q3,25898
SVN,"NAT",2006,Q3,
SVK,"NAT",2006,Q3,380
TUR,"NAT",2006,Q3,
GBR,"NAT",2006,Q3,127806
AUT,TOTAL,2006,Q3,75884
BEL,TOTAL,2006,Q3,66863
BGR,TOTAL,2006,Q3,
CHE,TOTAL,2006,Q3,97173
CYP,TOTAL,2006,Q3,21993
CZE,TOTAL,2006,Q3,47459
DEU,TOTAL,2006,Q3,454545
DNK,TOTAL,2006,Q3,76607
EST,TOTAL,2006,Q3,6469
GRC,TOTAL,2006,Q3,125031
ESP,TOTAL,2006,Q3,379714
FIN,TOTAL,2006,Q3,43653
FRA,TOTAL,2006,Q3,373861
HRV,TOTAL,2006,Q3,
HUN,TOTAL,2006,Q3,31737
IRL,TOTAL,2006,Q3,67857
ISL,TOTAL,2006,Q3,5488
ITA,TOTAL,2006,Q3,295854
LTU,TOTAL,2006,Q3,9056
LUX,TOTAL,2006,Q3,10923
LVA,TOTAL,2006,Q3,9921
MNE,TOTAL,2006,Q3,
MKD,TOTAL,2006,Q3,
MLT,TOTAL,2006,Q3,8934
NLD,TOTAL,2006,Q3,123265
NOR,TOTAL,2006,Q3,105910
POL,TOTAL,2006,Q3,58375
PRT,TOTAL,2006,Q3,66215
ROU,TOTAL,2006,Q3,23133
RS,TOTAL,2006,Q3,
SWE,TOTAL,2006,Q3,78097
SVN,TOTAL,2006,Q3,7676
SVK,TOTAL,2006,Q3,8866
TUR,TOTAL,2006,Q3,
GBR,TOTAL,2006,Q3,527693
AUT,INTL,2006,Q2,66809
BEL,INTL,2006,Q2,62071
BGR,INTL,2006,Q2,
CHE,INTL,2006,Q2,91588
CYP,INTL,2006,Q2,17108
CZE,INTL,2006,Q2,40530
DEU,INTL,2006,Q2,351068
DNK,INTL,2006,Q2,62629
EST,INTL,2006,Q2,6050
GRC,INTL,2006,Q2,58966
ESP,INTL,2006,Q2,220076
FIN,INTL,2006,Q2,30739
FRA,INTL,2006,Q2,259540
HRV,INTL,2006,Q2,
HUN,INTL,2006,Q2,28779
IRL,INTL,2006,Q2,56984
ISL,INTL,2006,Q2,4331
ITA,INTL,2006,Q2,189488
LTU,INTL,2006,Q2,8513
LUX,INTL,2006,Q2,10461
LVA,INTL,2006,Q2,9095
MNE,INTL,2006,Q2,
MKD,INTL,2006,Q2,
MLT,INTL,2006,Q2,6770
NLD,INTL,2006,Q2,116890
NOR,INTL,2006,Q2,45356
POL,INTL,2006,Q2,62558
PRT,INTL,2006,Q2,49949
ROU,INTL,2006,Q2,18464
RS,INTL,2006,Q2,
SWE,INTL,2006,Q2,53798
SVN,INTL,2006,Q2,6638
SVK,INTL,2006,Q2,6695
TUR,INTL,2006,Q2,
GBR,INTL,2006,Q2,367532
AUT,"NAT",2006,Q2,4931
BEL,"NAT",2006,Q2,2613
BGR,"NAT",2006,Q2,
CHE,"NAT",2006,Q2,3352
CYP,"NAT",2006,Q2,657
CZE,"NAT",2006,Q2,2905
DEU,"NAT",2006,Q2,82793
DNK,"NAT",2006,Q2,11911
EST,"NAT",2006,Q2,567
GRC,"NAT",2006,Q2,27418
ESP,"NAT",2006,Q2,122399
FIN,"NAT",2006,Q2,16935
FRA,"NAT",2006,Q2,102999
HRV,"NAT",2006,Q2,
HUN,"NAT",2006,Q2,117
IRL,"NAT",2006,Q2,4604
ISL,"NAT",2006,Q2,
ITA,"NAT",2006,Q2,81624
LTU,"NAT",2006,Q2,55
LUX,"NAT",2006,Q2,1
LVA,"NAT",2006,Q2,39
MNE,"NAT",2006,Q2,
MKD,"NAT",2006,Q2,
MLT,"NAT",2006,Q2,571
NLD,"NAT",2006,Q2,774
NOR,"NAT",2006,Q2,62252
POL,"NAT",2006,Q2,7943
PRT,"NAT",2006,Q2,11062
ROU,"NAT",2006,Q2,3747
RS,"NAT",2006,Q2,
SWE,"NAT",2006,Q2,30371
SVN,"NAT",2006,Q2,
SVK,"NAT",2006,Q2,385
TUR,"NAT",2006,Q2,
GBR,"NAT",2006,Q2,124998
AUT,TOTAL,2006,Q2,71740
BEL,TOTAL,2006,Q2,64684
BGR,TOTAL,2006,Q2,
CHE,TOTAL,2006,Q2,94940
CYP,TOTAL,2006,Q2,17765
CZE,TOTAL,2006,Q2,43435
DEU,TOTAL,2006,Q2,433861
DNK,TOTAL,2006,Q2,74540
EST,TOTAL,2006,Q2,6617
GRC,TOTAL,2006,Q2,86384
ESP,TOTAL,2006,Q2,342475
FIN,TOTAL,2006,Q2,47674
FRA,TOTAL,2006,Q2,362539
HRV,TOTAL,2006,Q2,
HUN,TOTAL,2006,Q2,28896
IRL,TOTAL,2006,Q2,61588
ISL,TOTAL,2006,Q2,4331
ITA,TOTAL,2006,Q2,271112
LTU,TOTAL,2006,Q2,8568
LUX,TOTAL,2006,Q2,10462
LVA,TOTAL,2006,Q2,9134
MNE,TOTAL,2006,Q2,
MKD,TOTAL,2006,Q2,
MLT,TOTAL,2006,Q2,7341
NLD,TOTAL,2006,Q2,117664
NOR,TOTAL,2006,Q2,107608
POL,TOTAL,2006,Q2,70501
PRT,TOTAL,2006,Q2,61011
ROU,TOTAL,2006,Q2,22211
RS,TOTAL,2006,Q2,
SWE,TOTAL,2006,Q2,84169
SVN,TOTAL,2006,Q2,6638
SVK,TOTAL,2006,Q2,7080
TUR,TOTAL,2006,Q2,
GBR,TOTAL,2006,Q2,492530
AUT,INTL,2006,Q1,60922
BEL,INTL,2006,Q1,53718
BGR,INTL,2006,Q1,
CHE,INTL,2006,Q1,87712
CYP,INTL,2006,Q1,10170
CZE,INTL,2006,Q1,31956
DEU,INTL,2006,Q1,289832
DNK,INTL,2006,Q1,57324
EST,INTL,2006,Q1,5082
GRC,INTL,2006,Q1,22664
ESP,INTL,2006,Q1,169389
FIN,INTL,2006,Q1,28615
FRA,INTL,2006,Q1,222803
HRV,INTL,2006,Q1,
HUN,INTL,2006,Q1,24360
IRL,INTL,2006,Q1,46709
ISL,INTL,2006,Q1,2619
ITA,INTL,2006,Q1,153227
LTU,INTL,2006,Q1,6664
LUX,INTL,2006,Q1,9233
LVA,INTL,2006,Q1,7263
MNE,INTL,2006,Q1,
MKD,INTL,2006,Q1,
MLT,INTL,2006,Q1,4386
NLD,INTL,2006,Q1,96431
NOR,INTL,2006,Q1,36662
POL,INTL,2006,Q1,36588
PRT,INTL,2006,Q1,39204
ROU,INTL,2006,Q1,16170
RS,INTL,2006,Q1,
SWE,INTL,2006,Q1,46803
SVN,INTL,2006,Q1,5956
SVK,INTL,2006,Q1,5464
TUR,INTL,2006,Q1,
GBR,INTL,2006,Q1,312767
AUT,"NAT",2006,Q1,5063
BEL,"NAT",2006,Q1,1789
BGR,"NAT",2006,Q1,
CHE,"NAT",2006,Q1,3507
CYP,"NAT",2006,Q1,503
CZE,"NAT",2006,Q1,2484
DEU,"NAT",2006,Q1,82473
DNK,"NAT",2006,Q1,11616
EST,"NAT",2006,Q1,546
GRC,"NAT",2006,Q1,21638
ESP,"NAT",2006,Q1,115138
FIN,"NAT",2006,Q1,17658
FRA,"NAT",2006,Q1,96013
HRV,"NAT",2006,Q1,
HUN,"NAT",2006,Q1,5
IRL,"NAT",2006,Q1,4140
ISL,"NAT",2006,Q1,
ITA,"NAT",2006,Q1,70431
LTU,"NAT",2006,Q1,4
LUX,"NAT",2006,Q1,2
LVA,"NAT",2006,Q1,0
MNE,"NAT",2006,Q1,
MKD,"NAT",2006,Q1,
MLT,"NAT",2006,Q1,276
NLD,"NAT",2006,Q1,769
NOR,"NAT",2006,Q1,60199
POL,"NAT",2006,Q1,7011
PRT,"NAT",2006,Q1,9233
ROU,"NAT",2006,Q1,3414
RS,"NAT",2006,Q1,
SWE,"NAT",2006,Q1,33279
SVN,"NAT",2006,Q1,5
SVK,"NAT",2006,Q1,358
TUR,"NAT",2006,Q1,
GBR,"NAT",2006,Q1,116884
AUT,TOTAL,2006,Q1,65985
BEL,TOTAL,2006,Q1,55507
BGR,TOTAL,2006,Q1,
CHE,TOTAL,2006,Q1,91219
CYP,TOTAL,2006,Q1,10673
CZE,TOTAL,2006,Q1,34440
DEU,TOTAL,2006,Q1,372305
DNK,TOTAL,2006,Q1,68940
EST,TOTAL,2006,Q1,5628
GRC,TOTAL,2006,Q1,44302
ESP,TOTAL,2006,Q1,284527
FIN,TOTAL,2006,Q1,46273
FRA,TOTAL,2006,Q1,318816
HRV,TOTAL,2006,Q1,
HUN,TOTAL,2006,Q1,24365
IRL,TOTAL,2006,Q1,50849
ISL,TOTAL,2006,Q1,2619
ITA,TOTAL,2006,Q1,223658
LTU,TOTAL,2006,Q1,6668
LUX,TOTAL,2006,Q1,9235
LVA,TOTAL,2006,Q1,7263
MNE,TOTAL,2006,Q1,
MKD,TOTAL,2006,Q1,
MLT,TOTAL,2006,Q1,4662
NLD,TOTAL,2006,Q1,97200
NOR,TOTAL,2006,Q1,96861
POL,TOTAL,2006,Q1,43599
PRT,TOTAL,2006,Q1,48437
ROU,TOTAL,2006,Q1,19584
RS,TOTAL,2006,Q1,
SWE,TOTAL,2006,Q1,80082
SVN,TOTAL,2006,Q1,5961
SVK,TOTAL,2006,Q1,5822
TUR,TOTAL,2006,Q1,
GBR,TOTAL,2006,Q1,429651
AUT,INTL,2005,Q4,61276
BEL,INTL,2005,Q4,51958
BGR,INTL,2005,Q4,
CHE,INTL,2005,Q4,87342
CYP,INTL,2005,Q4,12956
CZE,INTL,2005,Q4,34997
DEU,INTL,2005,Q4,310742
DNK,INTL,2005,Q4,60330
EST,INTL,2005,Q4,5541
GRC,INTL,2005,Q4,34168
ESP,INTL,2005,Q4,187349
FIN,INTL,2005,Q4,29566
FRA,INTL,2005,Q4,220809
HRV,INTL,2005,Q4,
HUN,INTL,2005,Q4,26067
IRL,INTL,2005,Q4,48298
ISL,INTL,2005,Q4,2927
ITA,INTL,2005,Q4,159512
LTU,INTL,2005,Q4,7033
LUX,INTL,2005,Q4,9432
LVA,INTL,2005,Q4,7646
MNE,INTL,2005,Q4,
MKD,INTL,2005,Q4,
MLT,INTL,2005,Q4,5554
NLD,INTL,2005,Q4,101096
NOR,INTL,2005,Q4,36289
POL,INTL,2005,Q4,24170
PRT,INTL,2005,Q4,41588
ROU,INTL,2005,Q4,14689
RS,INTL,2005,Q4,
SWE,INTL,2005,Q4,46216
SVN,INTL,2005,Q4,6101
SVK,INTL,2005,Q4,5639
TUR,INTL,2005,Q4,
GBR,INTL,2005,Q4,324703
AUT,"NAT",2005,Q4,4748
BEL,"NAT",2005,Q4,15
BGR,"NAT",2005,Q4,
CHE,"NAT",2005,Q4,3620
CYP,"NAT",2005,Q4,571
CZE,"NAT",2005,Q4,2276
DEU,"NAT",2005,Q4,85549
DNK,"NAT",2005,Q4,12004
EST,"NAT",2005,Q4,561
GRC,"NAT",2005,Q4,22924
ESP,"NAT",2005,Q4,116731
FIN,"NAT",2005,Q4,16460
FRA,"NAT",2005,Q4,96389
HRV,"NAT",2005,Q4,
HUN,"NAT",2005,Q4,2
IRL,"NAT",2005,Q4,4398
ISL,"NAT",2005,Q4,14
ITA,"NAT",2005,Q4,72837
LTU,"NAT",2005,Q4,202
LUX,"NAT",2005,Q4,0
LVA,"NAT",2005,Q4,16
MNE,"NAT",2005,Q4,
MKD,"NAT",2005,Q4,
MLT,"NAT",2005,Q4,610
NLD,"NAT",2005,Q4,1125
NOR,"NAT",2005,Q4,60104
POL,"NAT",2005,Q4,6499
PRT,"NAT",2005,Q4,9688
ROU,"NAT",2005,Q4,3015
RS,"NAT",2005,Q4,
SWE,"NAT",2005,Q4,34562
SVN,"NAT",2005,Q4,9
SVK,"NAT",2005,Q4,419
TUR,"NAT",2005,Q4,
GBR,"NAT",2005,Q4,118570
AUT,TOTAL,2005,Q4,66024
BEL,TOTAL,2005,Q4,51973
BGR,TOTAL,2005,Q4,
CHE,TOTAL,2005,Q4,90962
CYP,TOTAL,2005,Q4,13527
CZE,TOTAL,2005,Q4,37273
DEU,TOTAL,2005,Q4,396291
DNK,TOTAL,2005,Q4,72334
EST,TOTAL,2005,Q4,6102
GRC,TOTAL,2005,Q4,57092
ESP,TOTAL,2005,Q4,304080
FIN,TOTAL,2005,Q4,46026
FRA,TOTAL,2005,Q4,317198
HRV,TOTAL,2005,Q4,
HUN,TOTAL,2005,Q4,26069
IRL,TOTAL,2005,Q4,52696
ISL,TOTAL,2005,Q4,2941
ITA,TOTAL,2005,Q4,232349
LTU,TOTAL,2005,Q4,7235
LUX,TOTAL,2005,Q4,9432
LVA,TOTAL,2005,Q4,7662
MNE,TOTAL,2005,Q4,
MKD,TOTAL,2005,Q4,
MLT,TOTAL,2005,Q4,6164
NLD,TOTAL,2005,Q4,102221
NOR,TOTAL,2005,Q4,96393
POL,TOTAL,2005,Q4,30669
PRT,TOTAL,2005,Q4,51276
ROU,TOTAL,2005,Q4,17704
RS,TOTAL,2005,Q4,
SWE,TOTAL,2005,Q4,80778
SVN,TOTAL,2005,Q4,6110
SVK,TOTAL,2005,Q4,6058
TUR,TOTAL,2005,Q4,
GBR,TOTAL,2005,Q4,443273
AUT,INTL,2005,Q3,72320
BEL,INTL,2005,Q3,59822
BGR,INTL,2005,Q3,
CHE,INTL,2005,Q3,96232
CYP,INTL,2005,Q3,18546
CZE,INTL,2005,Q3,42609
DEU,INTL,2005,Q3,357009
DNK,INTL,2005,Q3,66863
EST,INTL,2005,Q3,5888
GRC,INTL,2005,Q3,84098
ESP,INTL,2005,Q3,241896
FIN,INTL,2005,Q3,28473
FRA,INTL,2005,Q3,259463
HRV,INTL,2005,Q3,
HUN,INTL,2005,Q3,30576
IRL,INTL,2005,Q3,58997
ISL,INTL,2005,Q3,4917
ITA,INTL,2005,Q3,198036
LTU,INTL,2005,Q3,8409
LUX,INTL,2005,Q3,10684
LVA,INTL,2005,Q3,8234
MNE,INTL,2005,Q3,
MKD,INTL,2005,Q3,
MLT,INTL,2005,Q3,8871
NLD,INTL,2005,Q3,115854
NOR,INTL,2005,Q3,39545
POL,INTL,2005,Q3,26566
PRT,INTL,2005,Q3,48514
ROU,INTL,2005,Q3,16128
RS,INTL,2005,Q3,
SWE,INTL,2005,Q3,46751
SVN,INTL,2005,Q3,7568
SVK,INTL,2005,Q3,7850
TUR,INTL,2005,Q3,
GBR,INTL,2005,Q3,391237
AUT,"NAT",2005,Q3,4937
BEL,"NAT",2005,Q3,26
BGR,"NAT",2005,Q3,
CHE,"NAT",2005,Q3,3745
CYP,"NAT",2005,Q3,657
CZE,"NAT",2005,Q3,2857
DEU,"NAT",2005,Q3,84217
DNK,"NAT",2005,Q3,11644
EST,"NAT",2005,Q3,599
GRC,"NAT",2005,Q3,30293
ESP,"NAT",2005,Q3,129401
FIN,"NAT",2005,Q3,13654
FRA,"NAT",2005,Q3,102968
HRV,"NAT",2005,Q3,
HUN,"NAT",2005,Q3,8
IRL,"NAT",2005,Q3,6214
ISL,"NAT",2005,Q3,7
ITA,"NAT",2005,Q3,81163
LTU,"NAT",2005,Q3,376
LUX,"NAT",2005,Q3,0
LVA,"NAT",2005,Q3,38
MNE,"NAT",2005,Q3,
MKD,"NAT",2005,Q3,
MLT,"NAT",2005,Q3,1192
NLD,"NAT",2005,Q3,1170
NOR,"NAT",2005,Q3,58378
POL,"NAT",2005,Q3,6949
PRT,"NAT",2005,Q3,14326
ROU,"NAT",2005,Q3,3616
RS,"NAT",2005,Q3,
SWE,"NAT",2005,Q3,27841
SVN,"NAT",2005,Q3,11
SVK,"NAT",2005,Q3,561
TUR,"NAT",2005,Q3,
GBR,"NAT",2005,Q3,128101
AUT,TOTAL,2005,Q3,77257
BEL,TOTAL,2005,Q3,59848
BGR,TOTAL,2005,Q3,
CHE,TOTAL,2005,Q3,99977
CYP,TOTAL,2005,Q3,19203
CZE,TOTAL,2005,Q3,45466
DEU,TOTAL,2005,Q3,441226
DNK,TOTAL,2005,Q3,78507
EST,TOTAL,2005,Q3,6487
GRC,TOTAL,2005,Q3,114391
ESP,TOTAL,2005,Q3,371297
FIN,TOTAL,2005,Q3,42127
FRA,TOTAL,2005,Q3,362431
HRV,TOTAL,2005,Q3,
HUN,TOTAL,2005,Q3,30584
IRL,TOTAL,2005,Q3,65211
ISL,TOTAL,2005,Q3,4924
ITA,TOTAL,2005,Q3,279199
LTU,TOTAL,2005,Q3,8785
LUX,TOTAL,2005,Q3,10684
LVA,TOTAL,2005,Q3,8272
MNE,TOTAL,2005,Q3,
MKD,TOTAL,2005,Q3,
MLT,TOTAL,2005,Q3,10063
NLD,TOTAL,2005,Q3,117024
NOR,TOTAL,2005,Q3,97923
POL,TOTAL,2005,Q3,33515
PRT,TOTAL,2005,Q3,62840
ROU,TOTAL,2005,Q3,19744
RS,TOTAL,2005,Q3,
SWE,TOTAL,2005,Q3,74592
SVN,TOTAL,2005,Q3,7579
SVK,TOTAL,2005,Q3,8411
TUR,TOTAL,2005,Q3,
GBR,TOTAL,2005,Q3,519338
AUT,INTL,2005,Q2,67911
BEL,INTL,2005,Q2,57614
BGR,INTL,2005,Q2,
CHE,INTL,2005,Q2,93344
CYP,INTL,2005,Q2,15941
CZE,INTL,2005,Q2,38685
DEU,INTL,2005,Q2,336549
DNK,INTL,2005,Q2,66736
EST,INTL,2005,Q2,5919
GRC,INTL,2005,Q2,55308
ESP,INTL,2005,Q2,207410
FIN,INTL,2005,Q2,30251
FRA,INTL,2005,Q2,247062
HRV,INTL,2005,Q2,
HUN,INTL,2005,Q2,28665
IRL,INTL,2005,Q2,53942
ISL,INTL,2005,Q2,3781
ITA,INTL,2005,Q2,182044
LTU,INTL,2005,Q2,8046
LUX,INTL,2005,Q2,10120
LVA,INTL,2005,Q2,8026
MNE,INTL,2005,Q2,
MKD,INTL,2005,Q2,
MLT,INTL,2005,Q2,6978
NLD,INTL,2005,Q2,110794
NOR,INTL,2005,Q2,38539
POL,INTL,2005,Q2,25285
PRT,INTL,2005,Q2,43047
ROU,INTL,2005,Q2,14472
RS,INTL,2005,Q2,
SWE,INTL,2005,Q2,49331
SVN,INTL,2005,Q2,6597
SVK,INTL,2005,Q2,6265
TUR,INTL,2005,Q2,
GBR,INTL,2005,Q2,357422
AUT,"NAT",2005,Q2,4965
BEL,"NAT",2005,Q2,20
BGR,"NAT",2005,Q2,
CHE,"NAT",2005,Q2,3815
CYP,"NAT",2005,Q2,651
CZE,"NAT",2005,Q2,2569
DEU,"NAT",2005,Q2,86016
DNK,"NAT",2005,Q2,12410
EST,"NAT",2005,Q2,581
GRC,"NAT",2005,Q2,25698
ESP,"NAT",2005,Q2,117428
FIN,"NAT",2005,Q2,16613
FRA,"NAT",2005,Q2,101469
HRV,"NAT",2005,Q2,
HUN,"NAT",2005,Q2,12
IRL,"NAT",2005,Q2,4753
ISL,"NAT",2005,Q2,5
ITA,"NAT",2005,Q2,74261
LTU,"NAT",2005,Q2,272
LUX,"NAT",2005,Q2,0
LVA,"NAT",2005,Q2,11
MNE,"NAT",2005,Q2,
MKD,"NAT",2005,Q2,
MLT,"NAT",2005,Q2,981
NLD,"NAT",2005,Q2,1426
NOR,"NAT",2005,Q2,60749
POL,"NAT",2005,Q2,6692
PRT,"NAT",2005,Q2,13000
ROU,"NAT",2005,Q2,4178
RS,"NAT",2005,Q2,
SWE,"NAT",2005,Q2,34774
SVN,"NAT",2005,Q2,17
SVK,"NAT",2005,Q2,585
TUR,"NAT",2005,Q2,
GBR,"NAT",2005,Q2,123605
AUT,TOTAL,2005,Q2,72876
BEL,TOTAL,2005,Q2,57634
BGR,TOTAL,2005,Q2,
CHE,TOTAL,2005,Q2,97159
CYP,TOTAL,2005,Q2,16592
CZE,TOTAL,2005,Q2,41254
DEU,TOTAL,2005,Q2,422565
DNK,TOTAL,2005,Q2,79146
EST,TOTAL,2005,Q2,6500
GRC,TOTAL,2005,Q2,81006
ESP,TOTAL,2005,Q2,324838
FIN,TOTAL,2005,Q2,46864
FRA,TOTAL,2005,Q2,348531
HRV,TOTAL,2005,Q2,
HUN,TOTAL,2005,Q2,28677
IRL,TOTAL,2005,Q2,58695
ISL,TOTAL,2005,Q2,3786
ITA,TOTAL,2005,Q2,256305
LTU,TOTAL,2005,Q2,8318
LUX,TOTAL,2005,Q2,10120
LVA,TOTAL,2005,Q2,8037
MNE,TOTAL,2005,Q2,
MKD,TOTAL,2005,Q2,
MLT,TOTAL,2005,Q2,7959
NLD,TOTAL,2005,Q2,112220
NOR,TOTAL,2005,Q2,99288
POL,TOTAL,2005,Q2,31977
PRT,TOTAL,2005,Q2,56047
ROU,TOTAL,2005,Q2,18650
RS,TOTAL,2005,Q2,
SWE,TOTAL,2005,Q2,84105
SVN,TOTAL,2005,Q2,6614
SVK,TOTAL,2005,Q2,6850
TUR,TOTAL,2005,Q2,
GBR,TOTAL,2005,Q2,481027
AUT,INTL,2005,Q1,60045
BEL,INTL,2005,Q1,48150
BGR,INTL,2005,Q1,
CHE,INTL,2005,Q1,90847
CYP,INTL,2005,Q1,9827
CZE,INTL,2005,Q1,31044
DEU,INTL,2005,Q1,279886
DNK,INTL,2005,Q1,60292
EST,INTL,2005,Q1,4774
GRC,INTL,2005,Q1,24362
ESP,INTL,2005,Q1,165828
FIN,INTL,2005,Q1,27604
FRA,INTL,2005,Q1,214702
HRV,INTL,2005,Q1,
HUN,INTL,2005,Q1,24292
IRL,INTL,2005,Q1,43879
ISL,INTL,2005,Q1,2592
ITA,INTL,2005,Q1,149129
LTU,INTL,2005,Q1,6367
LUX,INTL,2005,Q1,9020
LVA,INTL,2005,Q1,6371
MNE,INTL,2005,Q1,
MKD,INTL,2005,Q1,
MLT,INTL,2005,Q1,4511
NLD,INTL,2005,Q1,93054
NOR,INTL,2005,Q1,32480
POL,INTL,2005,Q1,21338
PRT,INTL,2005,Q1,35374
ROU,INTL,2005,Q1,13084
RS,INTL,2005,Q1,
SWE,INTL,2005,Q1,44070
SVN,INTL,2005,Q1,5563
SVK,INTL,2005,Q1,4556
TUR,INTL,2005,Q1,
GBR,INTL,2005,Q1,299251
AUT,"NAT",2005,Q1,4441
BEL,"NAT",2005,Q1,11
BGR,"NAT",2005,Q1,
CHE,"NAT",2005,Q1,3437
CYP,"NAT",2005,Q1,571
CZE,"NAT",2005,Q1,1919
DEU,"NAT",2005,Q1,76778
DNK,"NAT",2005,Q1,11122
EST,"NAT",2005,Q1,481
GRC,"NAT",2005,Q1,21903
ESP,"NAT",2005,Q1,106247
FIN,"NAT",2005,Q1,16550
FRA,"NAT",2005,Q1,93868
HRV,"NAT",2005,Q1,
HUN,"NAT",2005,Q1,18
IRL,"NAT",2005,Q1,4096
ISL,"NAT",2005,Q1,30
ITA,"NAT",2005,Q1,68441
LTU,"NAT",2005,Q1,318
LUX,"NAT",2005,Q1,0
LVA,"NAT",2005,Q1,1
MNE,"NAT",2005,Q1,
MKD,"NAT",2005,Q1,
MLT,"NAT",2005,Q1,40
NLD,"NAT",2005,Q1,1162
NOR,"NAT",2005,Q1,55945
POL,"NAT",2005,Q1,5993
PRT,"NAT",2005,Q1,11964
ROU,"NAT",2005,Q1,3491
RS,"NAT",2005,Q1,
SWE,"NAT",2005,Q1,33247
SVN,"NAT",2005,Q1,4
SVK,"NAT",2005,Q1,545
TUR,"NAT",2005,Q1,
GBR,"NAT",2005,Q1,111700
AUT,TOTAL,2005,Q1,64486
BEL,TOTAL,2005,Q1,48161
BGR,TOTAL,2005,Q1,
CHE,TOTAL,2005,Q1,94284
CYP,TOTAL,2005,Q1,10398
CZE,TOTAL,2005,Q1,32963
DEU,TOTAL,2005,Q1,356664
DNK,TOTAL,2005,Q1,71414
EST,TOTAL,2005,Q1,5255
GRC,TOTAL,2005,Q1,46265
ESP,TOTAL,2005,Q1,272075
FIN,TOTAL,2005,Q1,44154
FRA,TOTAL,2005,Q1,308570
HRV,TOTAL,2005,Q1,
HUN,TOTAL,2005,Q1,24310
IRL,TOTAL,2005,Q1,47975
ISL,TOTAL,2005,Q1,2622
ITA,TOTAL,2005,Q1,217570
LTU,TOTAL,2005,Q1,6685
LUX,TOTAL,2005,Q1,9020
LVA,TOTAL,2005,Q1,6372
MNE,TOTAL,2005,Q1,
MKD,TOTAL,2005,Q1,
MLT,TOTAL,2005,Q1,4551
NLD,TOTAL,2005,Q1,94216
NOR,TOTAL,2005,Q1,88425
POL,TOTAL,2005,Q1,27331
PRT,TOTAL,2005,Q1,47338
ROU,TOTAL,2005,Q1,16575
RS,TOTAL,2005,Q1,
SWE,TOTAL,2005,Q1,77317
SVN,TOTAL,2005,Q1,5567
SVK,TOTAL,2005,Q1,5101
TUR,TOTAL,2005,Q1,
GBR,TOTAL,2005,Q1,410951
AUT,INTL,2004,Q4,61118
BEL,INTL,2004,Q4,52424
BGR,INTL,2004,Q4,
CHE,INTL,2004,Q4,91698
CYP,INTL,2004,Q4,12469
CZE,INTL,2004,Q4,34331
DEU,INTL,2004,Q4,300341
DNK,INTL,2004,Q4,63444
EST,INTL,2004,Q4,4770
GRC,INTL,2004,Q4,35908
ESP,INTL,2004,Q4,177527
FIN,INTL,2004,Q4,30471
FRA,INTL,2004,Q4,218075
HRV,INTL,2004,Q4,
HUN,INTL,2004,Q4,26035
IRL,INTL,2004,Q4,42672
ISL,INTL,2004,Q4,2941
